;;###################################################################
;;Tiername:;;ST1
;;Ohrmarkennummer:;;ST1
;;Bolusnummer:;;X0000001
;;Seriennummer:;;X0000001
;;Sensornummer:;;X0000001

;;Daten Anzahl:;;9767
;;Download Zeitpunkt:;;01.11.2020 14:35
;;###################################################################


;;Datum;Zeit;Temperatur [°C];pH Wert
;;11.11.2019;10:34;22,94;6,35
;;11.11.2019;10:44;36,12;6,03
;;11.11.2019;10:54;37,88;5,9
;;11.11.2019;11:04;38,68;5,77
;;11.11.2019;11:14;39,01;5,66
;;11.11.2019;11:24;39,48;5,54
;;11.11.2019;11:34;39,66;5,56
;;11.11.2019;11:44;40,22;6,23
;;11.11.2019;11:54;38,99;6,31
;;11.11.2019;12:04;33,68;6,15
;;11.11.2019;12:14;35,79;6,14
;;11.11.2019;12:24;37,31;5,96
;;11.11.2019;12:34;37,93;6,1
;;11.11.2019;12:44;38,36;6,19
;;11.11.2019;12:54;38,58;6,2
;;11.11.2019;13:04;38,66;6,27
;;11.11.2019;13:14;38,81;6,27
;;11.11.2019;13:24;38,81;6,28
;;11.11.2019;13:34;38,97;6,3
;;11.11.2019;13:44;39,32;6,31
;;11.11.2019;13:54;39,09;6,3
;;11.11.2019;14:04;39,4;6,34
;;11.11.2019;14:14;39,51;6,33
;;11.11.2019;14:24;39,51;6,34
;;11.11.2019;14:34;39,87;6,39
;;11.11.2019;14:44;39,98;6,34
;;11.11.2019;14:54;40,06;6,36
;;11.11.2019;15:04;40,18;6,32
;;11.11.2019;15:14;39,98;6,38
;;11.11.2019;15:24;39,98;6,35
;;11.11.2019;15:34;40,08;6,36
;;11.11.2019;15:44;40,2;6,36
;;11.11.2019;15:54;40,22;6,4
;;11.11.2019;16:04;40,16;6,4
;;11.11.2019;16:14;40,14;6,51
;;11.11.2019;16:24;40,1;6,5
;;11.11.2019;16:34;40,12;6,56
;;11.11.2019;16:44;40,08;6,56
;;11.11.2019;16:54;39,85;6,56
;;11.11.2019;17:04;39,92;6,46
;;11.11.2019;17:14;34,19;6,43
;;11.11.2019;17:24;36,47;6,47
;;11.11.2019;17:34;38,09;6,49
;;11.11.2019;17:44;38,54;6,5
;;11.11.2019;17:54;38,7;6,46
;;11.11.2019;18:04;38,81;6,4
;;11.11.2019;18:14;38,97;6,39
;;11.11.2019;18:24;38,85;6,34
;;11.11.2019;18:34;39,01;6,32
;;11.11.2019;18:44;39,27;6,32
;;11.11.2019;18:54;34,13;6,27
;;11.11.2019;19:04;35,33;6,3
;;11.11.2019;19:14;37,47;6,3
;;11.11.2019;19:24;38,13;6,28
;;11.11.2019;19:34;38,52;6,27
;;11.11.2019;19:44;38,95;6,27
;;11.11.2019;19:54;39,3;6,34
;;11.11.2019;20:04;39,32;6,34
;;11.11.2019;20:14;39,61;6,38
;;11.11.2019;20:24;39,79;6,39
;;11.11.2019;20:34;39,9;6,38
;;11.11.2019;20:44;39,82;6,47
;;11.11.2019;20:54;39,77;6,47
;;11.11.2019;21:04;39,66;6,41
;;11.11.2019;21:14;39,87;6,47
;;11.11.2019;21:24;40,02;6,34
;;11.11.2019;21:34;40,08;6,37
;;11.11.2019;21:44;40,06;6,36
;;11.11.2019;21:54;39,82;6,42
;;11.11.2019;22:04;34,53;6,24
;;11.11.2019;22:14;37,14;6,23
;;11.11.2019;22:24;38,25;6,21
;;11.11.2019;22:34;38,6;6,22
;;11.11.2019;22:44;38,75;6,26
;;11.11.2019;22:54;38,68;6,32
;;11.11.2019;23:04;38,75;6,27
;;11.11.2019;23:14;39,04;6,22
;;11.11.2019;23:24;39,32;6,33
;;11.11.2019;23:34;39,45;6,28
;;11.11.2019;23:44;39,64;6,27
;;11.11.2019;23:54;39,74;6,26
;;12.11.2019;00:04;39,87;6,25
;;12.11.2019;00:14;40,04;6,34
;;12.11.2019;00:24;39,98;6,32
;;12.11.2019;00:34;39,92;6,29
;;12.11.2019;00:44;39,85;6,3
;;12.11.2019;00:54;39,85;6,31
;;12.11.2019;01:04;39,74;6,34
;;12.11.2019;01:14;39,85;6,47
;;12.11.2019;01:24;40,02;6,48
;;12.11.2019;01:34;40,04;6,56
;;12.11.2019;01:44;39,87;6,58
;;12.11.2019;01:54;39,82;6,61
;;12.11.2019;02:04;39,95;6,64
;;12.11.2019;02:14;39,74;6,36
;;12.11.2019;02:24;39,72;6,66
;;12.11.2019;02:34;39,51;6,72
;;12.11.2019;02:44;39,58;6,55
;;12.11.2019;02:54;39,72;6,54
;;12.11.2019;03:04;39,69;6,58
;;12.11.2019;03:14;39,74;6,5
;;12.11.2019;03:24;39,72;6,54
;;12.11.2019;03:34;39,69;6,62
;;12.11.2019;03:44;39,56;6,62
;;12.11.2019;03:54;39,61;6,66
;;12.11.2019;04:04;39,66;6,63
;;12.11.2019;04:14;39,53;6,64
;;12.11.2019;04:24;39,69;6,47
;;12.11.2019;04:34;39,56;6,77
;;12.11.2019;04:44;39,69;6,73
;;12.11.2019;04:54;39,87;6,64
;;12.11.2019;05:04;39,9;6,59
;;12.11.2019;05:14;40,02;6,55
;;12.11.2019;05:24;40,08;6,6
;;12.11.2019;05:34;40,04;6,62
;;12.11.2019;05:44;39,87;6,57
;;12.11.2019;05:54;39,72;6,56
;;12.11.2019;06:04;39,64;6,61
;;12.11.2019;06:14;39,58;6,67
;;12.11.2019;06:24;39,56;6,66
;;12.11.2019;06:34;32,28;6,53
;;12.11.2019;06:44;35,21;6,44
;;12.11.2019;06:54;36,73;6,44
;;12.11.2019;07:04;37,35;6,49
;;12.11.2019;07:14;37,68;6,54
;;12.11.2019;07:24;37,95;6,54
;;12.11.2019;07:34;38,21;6,55
;;12.11.2019;07:44;38,42;6,55
;;12.11.2019;07:54;38,66;6,57
;;12.11.2019;08:04;38,87;6,5
;;12.11.2019;08:14;39,01;6,44
;;12.11.2019;08:24;39,3;6,48
;;12.11.2019;08:34;39,38;6,48
;;12.11.2019;08:44;39,53;6,44
;;12.11.2019;08:54;39,66;6,57
;;12.11.2019;09:04;39,9;6,56
;;12.11.2019;09:14;40;6,57
;;12.11.2019;09:24;40;6,56
;;12.11.2019;09:34;40;6,55
;;12.11.2019;09:44;39,87;6,47
;;12.11.2019;09:54;39,85;6,47
;;12.11.2019;10:04;39,79;6,48
;;12.11.2019;10:14;39,72;6,43
;;12.11.2019;10:24;39,66;6,42
;;12.11.2019;10:34;39,64;6,43
;;12.11.2019;10:44;39,19;6,37
;;12.11.2019;10:54;33,24;6,27
;;12.11.2019;11:04;35,81;6,13
;;12.11.2019;11:14;37,25;6,24
;;12.11.2019;11:24;37,88;6,19
;;12.11.2019;11:34;38,13;6,23
;;12.11.2019;11:44;38,36;6,47
;;12.11.2019;11:54;38,5;6,44
;;12.11.2019;12:04;38,64;6,49
;;12.11.2019;12:14;38,81;6,43
;;12.11.2019;12:24;38,93;6,5
;;12.11.2019;12:34;39,06;6,45
;;12.11.2019;12:44;39,12;6,46
;;12.11.2019;12:54;39,14;6,5
;;12.11.2019;13:04;39,19;6,44
;;12.11.2019;13:14;39,27;6,45
;;12.11.2019;13:24;39,25;6,39
;;12.11.2019;13:34;39,27;6,39
;;12.11.2019;13:44;39,32;6,41
;;12.11.2019;13:54;39,32;6,36
;;12.11.2019;14:04;39,35;6,36
;;12.11.2019;14:14;39,35;6,38
;;12.11.2019;14:24;39,35;6,4
;;12.11.2019;14:34;39,4;6,51
;;12.11.2019;14:44;39,53;6,43
;;12.11.2019;14:54;39,64;6,43
;;12.11.2019;15:04;39,79;6,4
;;12.11.2019;15:14;39,95;6,42
;;12.11.2019;15:24;40,08;6,34
;;12.11.2019;15:34;40,18;6,35
;;12.11.2019;15:44;40,22;6,35
;;12.11.2019;15:54;40,24;6,28
;;12.11.2019;16:04;40,22;6,35
;;12.11.2019;16:14;40,18;6,34
;;12.11.2019;16:24;40,14;6,39
;;12.11.2019;16:34;40,1;6,4
;;12.11.2019;16:44;40,08;6,41
;;12.11.2019;16:54;40,08;6,46
;;12.11.2019;17:04;40,14;6,41
;;12.11.2019;17:14;34,61;6,45
;;12.11.2019;17:24;34,53;6,41
;;12.11.2019;17:34;36,77;6,41
;;12.11.2019;17:44;37,7;6,47
;;12.11.2019;17:54;38,11;6,48
;;12.11.2019;18:04;38,3;6,56
;;12.11.2019;18:14;38,46;6,6
;;12.11.2019;18:24;38,62;6,5
;;12.11.2019;18:34;38,75;6,45
;;12.11.2019;18:44;38,83;6,44
;;12.11.2019;18:54;38,91;6,4
;;12.11.2019;19:04;38,97;6,36
;;12.11.2019;19:14;39,06;6,32
;;12.11.2019;19:24;38,99;6,43
;;12.11.2019;19:34;34,21;6,31
;;12.11.2019;19:44;36,42;6,31
;;12.11.2019;19:54;37,8;6,29
;;12.11.2019;20:04;38,54;6,34
;;12.11.2019;20:14;38,85;6,35
;;12.11.2019;20:24;39,09;6,41
;;12.11.2019;20:34;39,09;6,32
;;12.11.2019;20:44;39,12;6,31
;;12.11.2019;20:54;39,25;6,35
;;12.11.2019;21:04;39,4;6,38
;;12.11.2019;21:14;39,61;6,38
;;12.11.2019;21:24;39,77;6,33
;;12.11.2019;21:34;39,92;6,36
;;12.11.2019;21:44;40,06;6,37
;;12.11.2019;21:54;40,14;6,37
;;12.11.2019;22:04;40,1;6,38
;;12.11.2019;22:14;40,04;6,42
;;12.11.2019;22:24;40,06;6,43
;;12.11.2019;22:34;40,02;6,42
;;12.11.2019;22:44;40,06;6,42
;;12.11.2019;22:54;40,08;6,44
;;12.11.2019;23:04;40,06;6,48
;;12.11.2019;23:14;40,08;6,41
;;12.11.2019;23:24;40,04;6,42
;;12.11.2019;23:34;40,02;6,52
;;12.11.2019;23:44;39,98;6,55
;;12.11.2019;23:54;39,92;6,54
;;13.11.2019;00:04;40;6,55
;;13.11.2019;00:14;40;6,55
;;13.11.2019;00:24;39,98;6,64
;;13.11.2019;00:34;39,98;6,58
;;13.11.2019;00:44;40;6,57
;;13.11.2019;00:54;39,77;6,63
;;13.11.2019;01:04;34,03;6,5
;;13.11.2019;01:14;36,01;6,44
;;13.11.2019;01:24;37,25;6,37
;;13.11.2019;01:34;37,84;6,37
;;13.11.2019;01:44;38,17;6,35
;;13.11.2019;01:54;38,29;6,35
;;13.11.2019;02:04;38,4;6,33
;;13.11.2019;02:14;38,54;6,37
;;13.11.2019;02:24;34,01;6,27
;;13.11.2019;02:34;36,26;6,22
;;13.11.2019;02:44;37,51;6,27
;;13.11.2019;02:54;38,11;6,35
;;13.11.2019;03:04;38,46;6,4
;;13.11.2019;03:14;38,75;6,44
;;13.11.2019;03:24;38,89;6,36
;;13.11.2019;03:34;38,99;6,43
;;13.11.2019;03:44;39,09;6,39
;;13.11.2019;03:54;39,19;6,44
;;13.11.2019;04:04;39,38;6,41
;;13.11.2019;04:14;39,53;6,41
;;13.11.2019;04:24;39,64;6,47
;;13.11.2019;04:34;39,69;6,49
;;13.11.2019;04:44;39,72;6,43
;;13.11.2019;04:54;39,74;6,55
;;13.11.2019;05:04;39,82;6,49
;;13.11.2019;05:14;39,79;6,57
;;13.11.2019;05:24;39,72;6,55
;;13.11.2019;05:34;39,61;6,6
;;13.11.2019;05:44;39,58;6,58
;;13.11.2019;05:54;39,51;6,57
;;13.11.2019;06:04;39,53;6,61
;;13.11.2019;06:14;39,51;6,65
;;13.11.2019;06:24;39,45;6,67
;;13.11.2019;06:34;39,51;6,63
;;13.11.2019;06:44;39,53;6,64
;;13.11.2019;06:54;39,53;6,63
;;13.11.2019;07:04;39,56;6,64
;;13.11.2019;07:14;39,51;6,66
;;13.11.2019;07:24;39,48;6,62
;;13.11.2019;07:34;39,51;6,63
;;13.11.2019;07:44;39,58;6,55
;;13.11.2019;07:54;39,51;6,52
;;13.11.2019;08:04;39,53;6,49
;;13.11.2019;08:14;39,53;6,48
;;13.11.2019;08:24;39,58;6,55
;;13.11.2019;08:34;39,77;6,54
;;13.11.2019;08:44;40,02;6,57
;;13.11.2019;08:54;40,18;6,6
;;13.11.2019;09:04;40,24;6,54
;;13.11.2019;09:14;40,22;6,55
;;13.11.2019;09:24;40,1;6,45
;;13.11.2019;09:34;40,02;6,58
;;13.11.2019;09:44;40,12;6,57
;;13.11.2019;09:54;40,2;6,54
;;13.11.2019;10:04;40,26;6,53
;;13.11.2019;10:14;40,32;6,51
;;13.11.2019;10:24;40,28;6,53
;;13.11.2019;10:34;40,26;6,51
;;13.11.2019;10:44;40,18;6,56
;;13.11.2019;10:54;40,2;6,53
;;13.11.2019;11:04;40,12;6,56
;;13.11.2019;11:14;40,08;6,59
;;13.11.2019;11:24;40,12;6,61
;;13.11.2019;11:34;40,12;6,58
;;13.11.2019;11:44;40,04;6,62
;;13.11.2019;11:54;29,74;6,38
;;13.11.2019;12:04;33,47;6,32
;;13.11.2019;12:14;35,13;6,28
;;13.11.2019;12:24;36,38;6,32
;;13.11.2019;12:34;36,92;6,35
;;13.11.2019;12:44;37,1;6,34
;;13.11.2019;12:54;37,45;6,3
;;13.11.2019;13:04;37,72;6,29
;;13.11.2019;13:14;37,91;6,28
;;13.11.2019;13:24;38,17;6,33
;;13.11.2019;13:34;38,46;6,31
;;13.11.2019;13:44;38,56;6,38
;;13.11.2019;13:54;38,79;6,36
;;13.11.2019;14:04;39,04;6,46
;;13.11.2019;14:14;39,19;6,37
;;13.11.2019;14:24;39,45;6,35
;;13.11.2019;14:34;39,53;6,34
;;13.11.2019;14:44;39,72;6,38
;;13.11.2019;14:54;39,85;6,37
;;13.11.2019;15:04;39,98;6,33
;;13.11.2019;15:14;40;6,31
;;13.11.2019;15:24;39,92;6,34
;;13.11.2019;15:34;39,9;6,37
;;13.11.2019;15:44;40;6,42
;;13.11.2019;15:54;39,92;6,41
;;13.11.2019;16:04;39,9;6,46
;;13.11.2019;16:14;39,92;6,37
;;13.11.2019;16:24;39,79;6,42
;;13.11.2019;16:34;39,79;6,38
;;13.11.2019;16:44;39,9;6,42
;;13.11.2019;16:54;39,82;6,38
;;13.11.2019;17:04;39,77;6,38
;;13.11.2019;17:14;31,88;6,34
;;13.11.2019;17:24;34,67;6,36
;;13.11.2019;17:34;36,53;6,29
;;13.11.2019;17:44;37,66;6,36
;;13.11.2019;17:54;38,29;6,33
;;13.11.2019;18:04;38,44;6,26
;;13.11.2019;18:14;38,48;6,27
;;13.11.2019;18:24;38,6;6,27
;;13.11.2019;18:34;38,73;6,27
;;13.11.2019;18:44;38,83;6,25
;;13.11.2019;18:54;34,4;6,19
;;13.11.2019;19:04;35,91;6,26
;;13.11.2019;19:14;37,58;6,36
;;13.11.2019;19:24;38,38;6,4
;;13.11.2019;19:34;38,79;6,35
;;13.11.2019;19:44;39,17;6,38
;;13.11.2019;19:54;39,35;6,39
;;13.11.2019;20:04;39,43;6,38
;;13.11.2019;20:14;39,4;6,39
;;13.11.2019;20:24;39,38;6,38
;;13.11.2019;20:34;39,48;6,43
;;13.11.2019;20:44;39,45;6,45
;;13.11.2019;20:54;39,48;6,45
;;13.11.2019;21:04;39,53;6,41
;;13.11.2019;21:14;39,66;6,37
;;13.11.2019;21:24;39,64;6,32
;;13.11.2019;21:34;39,48;6,36
;;13.11.2019;21:44;39,61;6,39
;;13.11.2019;21:54;39,69;6,43
;;13.11.2019;22:04;39,72;6,47
;;13.11.2019;22:14;39,77;6,48
;;13.11.2019;22:24;39,79;6,5
;;13.11.2019;22:34;39,9;6,47
;;13.11.2019;22:44;39,92;6,49
;;13.11.2019;22:54;39,98;6,54
;;13.11.2019;23:04;40,02;6,51
;;13.11.2019;23:14;40;6,52
;;13.11.2019;23:24;39,98;6,58
;;13.11.2019;23:34;39,85;6,55
;;13.11.2019;23:44;39,85;6,64
;;13.11.2019;23:54;38,73;6,61
;;14.11.2019;00:04;36,03;6,5
;;14.11.2019;00:14;37,68;6,48
;;14.11.2019;00:24;38,54;6,45
;;14.11.2019;00:34;38,81;6,42
;;14.11.2019;00:44;38,91;6,4
;;14.11.2019;00:54;39,01;6,41
;;14.11.2019;01:04;39,04;6,39
;;14.11.2019;01:14;33,53;6,36
;;14.11.2019;01:24;34,69;6,35
;;14.11.2019;01:34;36,57;6,31
;;14.11.2019;01:44;37,58;6,36
;;14.11.2019;01:54;38,13;6,34
;;14.11.2019;02:04;38,56;6,39
;;14.11.2019;02:14;38,79;6,32
;;14.11.2019;02:24;38,89;6,41
;;14.11.2019;02:34;38,95;6,45
;;14.11.2019;02:44;39,19;6,54
;;14.11.2019;02:54;39,27;6,45
;;14.11.2019;03:04;39,22;6,43
;;14.11.2019;03:14;39,25;6,49
;;14.11.2019;03:24;39,38;6,45
;;14.11.2019;03:34;39,51;6,53
;;14.11.2019;03:44;39,61;6,45
;;14.11.2019;03:54;39,58;6,51
;;14.11.2019;04:04;39,72;6,51
;;14.11.2019;04:14;39,72;6,56
;;14.11.2019;04:24;39,66;6,61
;;14.11.2019;04:34;39,45;6,57
;;14.11.2019;04:44;39,43;6,61
;;14.11.2019;04:54;39,38;6,59
;;14.11.2019;05:04;39,45;6,57
;;14.11.2019;05:14;39,53;6,6
;;14.11.2019;05:24;39,58;6,62
;;14.11.2019;05:34;39,66;6,66
;;14.11.2019;05:44;39,45;6,62
;;14.11.2019;05:54;39,3;6,62
;;14.11.2019;06:04;39,3;6,7
;;14.11.2019;06:14;39,35;6,72
;;14.11.2019;06:24;39,35;6,7
;;14.11.2019;06:34;39,38;6,6
;;14.11.2019;06:44;39,35;6,79
;;14.11.2019;06:54;39,48;6,61
;;14.11.2019;07:04;39,45;6,62
;;14.11.2019;07:14;39,51;6,5
;;14.11.2019;07:24;39,4;6,4
;;14.11.2019;07:34;39,53;6,65
;;14.11.2019;07:44;39,45;6,52
;;14.11.2019;07:54;39,48;6,55
;;14.11.2019;08:04;39,51;6,51
;;14.11.2019;08:14;38,93;6,57
;;14.11.2019;08:24;32,72;6,42
;;14.11.2019;08:34;35,72;6,39
;;14.11.2019;08:44;37,31;6,39
;;14.11.2019;08:54;38,09;6,47
;;14.11.2019;09:04;38,46;6,49
;;14.11.2019;09:14;38,7;6,49
;;14.11.2019;09:24;38,87;6,47
;;14.11.2019;09:34;38,95;6,55
;;14.11.2019;09:44;39,12;6,56
;;14.11.2019;09:54;39,38;6,58
;;14.11.2019;10:04;39,45;6,59
;;14.11.2019;10:14;39,61;6,62
;;14.11.2019;10:24;39,77;6,61
;;14.11.2019;10:34;39,87;6,57
;;14.11.2019;10:44;39,95;6,55
;;14.11.2019;10:54;39,82;6,49
;;14.11.2019;11:04;39,77;6,46
;;14.11.2019;11:14;39,74;6,47
;;14.11.2019;11:24;39,66;6,47
;;14.11.2019;11:34;39,64;6,43
;;14.11.2019;11:44;39,61;6,47
;;14.11.2019;11:54;39,56;6,53
;;14.11.2019;12:04;39,56;6,49
;;14.11.2019;12:14;39,85;6,55
;;14.11.2019;12:24;39,92;6,47
;;14.11.2019;12:34;40,08;6,5
;;14.11.2019;12:44;40,16;6,46
;;14.11.2019;12:54;40,2;6,43
;;14.11.2019;13:04;40,1;6,37
;;14.11.2019;13:14;40,14;6,42
;;14.11.2019;13:24;40,04;6,43
;;14.11.2019;13:34;40,06;6,4
;;14.11.2019;13:44;40,02;6,44
;;14.11.2019;13:54;40;6,48
;;14.11.2019;14:04;39,98;6,48
;;14.11.2019;14:14;32,66;6,39
;;14.11.2019;14:24;34,84;6,31
;;14.11.2019;14:34;36,75;6,3
;;14.11.2019;14:44;37,56;6,33
;;14.11.2019;14:54;37,91;6,33
;;14.11.2019;15:04;38,07;6,38
;;14.11.2019;15:14;38,3;6,32
;;14.11.2019;15:24;38,42;6,33
;;14.11.2019;15:34;38,68;6,37
;;14.11.2019;15:44;38,71;6,33
;;14.11.2019;15:54;38,89;6,29
;;14.11.2019;16:04;38,95;6,31
;;14.11.2019;16:14;39,04;6,29
;;14.11.2019;16:24;39,12;6,36
;;14.11.2019;16:34;39,22;6,43
;;14.11.2019;16:44;39,32;6,43
;;14.11.2019;16:54;39,38;6,36
;;14.11.2019;17:04;39,64;6,44
;;14.11.2019;17:14;39,72;6,35
;;14.11.2019;17:24;39,79;6,38
;;14.11.2019;17:34;39,79;6,33
;;14.11.2019;17:44;39,9;6,38
;;14.11.2019;17:54;39,87;6,42
;;14.11.2019;18:04;39,85;6,4
;;14.11.2019;18:14;34,55;6,26
;;14.11.2019;18:24;35,79;6,22
;;14.11.2019;18:34;37,66;6,25
;;14.11.2019;18:44;38,48;6,23
;;14.11.2019;18:54;38,71;6,2
;;14.11.2019;19:04;38,77;6,22
;;14.11.2019;19:14;38,93;6,22
;;14.11.2019;19:24;35,12;6,15
;;14.11.2019;19:34;36,59;6,19
;;14.11.2019;19:44;37,76;6,29
;;14.11.2019;19:54;38,3;6,33
;;14.11.2019;20:04;38,6;6,39
;;14.11.2019;20:14;38,91;6,31
;;14.11.2019;20:24;39,25;6,38
;;14.11.2019;20:34;39,56;6,3
;;14.11.2019;20:44;39,72;6,42
;;14.11.2019;20:54;39,85;6,39
;;14.11.2019;21:04;39,95;6,4
;;14.11.2019;21:14;39,87;6,39
;;14.11.2019;21:24;39,85;6,39
;;14.11.2019;21:34;39,74;6,29
;;14.11.2019;21:44;39,82;6,31
;;14.11.2019;21:54;39,69;6,26
;;14.11.2019;22:04;39,77;6,28
;;14.11.2019;22:14;39,74;6,31
;;14.11.2019;22:24;39,85;6,39
;;14.11.2019;22:34;39,85;6,34
;;14.11.2019;22:44;39,87;6,41
;;14.11.2019;22:54;40;6,35
;;14.11.2019;23:04;40;6,45
;;14.11.2019;23:14;40,04;6,5
;;14.11.2019;23:24;40;6,44
;;14.11.2019;23:34;40,06;6,46
;;14.11.2019;23:44;40,02;6,39
;;14.11.2019;23:54;40,12;6,48
;;15.11.2019;00:04;40,1;6,54
;;15.11.2019;00:14;40,12;6,39
;;15.11.2019;00:24;40,12;6,51
;;15.11.2019;00:34;40,06;6,38
;;15.11.2019;00:44;39,92;6,51
;;15.11.2019;00:54;40,02;6,59
;;15.11.2019;01:04;40,04;6,55
;;15.11.2019;01:14;40,1;6,62
;;15.11.2019;01:24;40,16;6,57
;;15.11.2019;01:34;40,1;6,58
;;15.11.2019;01:44;40,02;6,58
;;15.11.2019;01:54;39,9;6,65
;;15.11.2019;02:04;39,85;6,68
;;15.11.2019;02:14;39,85;6,64
;;15.11.2019;02:24;40,02;6,71
;;15.11.2019;02:34;40,08;6,68
;;15.11.2019;02:44;40,08;6,71
;;15.11.2019;02:54;40,1;6,7
;;15.11.2019;03:04;40,16;6,7
;;15.11.2019;03:14;40,04;6,71
;;15.11.2019;03:24;40,08;6,75
;;15.11.2019;03:34;39,95;6,8
;;15.11.2019;03:44;39,9;6,8
;;15.11.2019;03:54;39,9;6,72
;;15.11.2019;04:04;39,82;6,75
;;15.11.2019;04:14;30,51;6,64
;;15.11.2019;04:24;33,43;6,57
;;15.11.2019;04:34;35,91;6,64
;;15.11.2019;04:44;36,78;6,66
;;15.11.2019;04:54;37,14;6,63
;;15.11.2019;05:04;37,35;6,59
;;15.11.2019;05:14;37,47;6,57
;;15.11.2019;05:24;37,76;6,53
;;15.11.2019;05:34;38,03;6,6
;;15.11.2019;05:44;38,15;6,43
;;15.11.2019;05:54;38,44;6,59
;;15.11.2019;06:04;38,66;6,6
;;15.11.2019;06:14;38,83;6,58
;;15.11.2019;06:24;38,87;6,55
;;15.11.2019;06:34;39,01;6,53
;;15.11.2019;06:44;39,12;6,46
;;15.11.2019;06:54;38,99;6,49
;;15.11.2019;07:04;39,09;6,44
;;15.11.2019;07:14;39,19;6,47
;;15.11.2019;07:24;39,35;6,51
;;15.11.2019;07:34;39,43;6,5
;;15.11.2019;07:44;39,38;6,48
;;15.11.2019;07:54;39,45;6,53
;;15.11.2019;08:04;39,64;6,53
;;15.11.2019;08:14;39,82;6,49
;;15.11.2019;08:24;39,79;6,24
;;15.11.2019;08:34;39,74;6,44
;;15.11.2019;08:44;39,72;6,42
;;15.11.2019;08:54;39,82;6,53
;;15.11.2019;09:04;39,79;6,54
;;15.11.2019;09:14;40,06;6,53
;;15.11.2019;09:24;40,1;6,46
;;15.11.2019;09:34;39,98;6,41
;;15.11.2019;09:44;39,92;6,6
;;15.11.2019;09:54;39,77;6,51
;;15.11.2019;10:04;39,77;6,56
;;15.11.2019;10:14;38,85;6,43
;;15.11.2019;10:24;31,22;6,21
;;15.11.2019;10:34;34,55;6,06
;;15.11.2019;10:44;36,51;6,12
;;15.11.2019;10:54;37,45;6,29
;;15.11.2019;11:04;37,76;6,31
;;15.11.2019;11:14;37,97;6,4
;;15.11.2019;11:24;38,23;6,42
;;15.11.2019;11:34;38,38;6,44
;;15.11.2019;11:44;38,54;6,39
;;15.11.2019;11:54;38,71;6,41
;;15.11.2019;12:04;38,97;6,4
;;15.11.2019;12:14;39,19;6,37
;;15.11.2019;12:24;39,32;6,38
;;15.11.2019;12:34;39,43;6,31
;;15.11.2019;12:44;39,61;6,28
;;15.11.2019;12:54;39,72;6,21
;;15.11.2019;13:04;39,87;6,18
;;15.11.2019;13:14;39,98;6,24
;;15.11.2019;13:24;39,98;6,28
;;15.11.2019;13:34;40;6,34
;;15.11.2019;13:44;40;6,4
;;15.11.2019;13:54;40,02;6,38
;;15.11.2019;14:04;39,98;6,39
;;15.11.2019;14:14;40,02;6,39
;;15.11.2019;14:24;39,92;6,45
;;15.11.2019;14:34;39,95;6,43
;;15.11.2019;14:44;39,9;6,53
;;15.11.2019;14:54;39,9;6,47
;;15.11.2019;15:04;39,87;6,44
;;15.11.2019;15:14;39,85;6,52
;;15.11.2019;15:24;39,79;6,55
;;15.11.2019;15:34;39,82;6,54
;;15.11.2019;15:44;39,9;6,5
;;15.11.2019;15:54;39,92;6,61
;;15.11.2019;16:04;40,06;6,59
;;15.11.2019;16:14;40,04;6,61
;;15.11.2019;16:24;40,02;6,58
;;15.11.2019;16:34;39,92;6,5
;;15.11.2019;16:44;39,87;6,51
;;15.11.2019;16:54;39,87;6,47
;;15.11.2019;17:04;30,32;6,3
;;15.11.2019;17:14;33,94;6,36
;;15.11.2019;17:24;36,14;6,33
;;15.11.2019;17:34;37,37;6,38
;;15.11.2019;17:44;37,78;6,38
;;15.11.2019;17:54;38,03;6,41
;;15.11.2019;18:04;38,19;6,41
;;15.11.2019;18:14;38,38;6,43
;;15.11.2019;18:24;38,52;6,35
;;15.11.2019;18:34;38,73;6,33
;;15.11.2019;18:44;38,87;6,31
;;15.11.2019;18:54;38,95;6,36
;;15.11.2019;19:04;39,01;6,32
;;15.11.2019;19:14;39,09;6,28
;;15.11.2019;19:24;39,12;6,34
;;15.11.2019;19:34;32,57;6,16
;;15.11.2019;19:44;34,69;6,28
;;15.11.2019;19:54;36,51;6,41
;;15.11.2019;20:04;37,54;6,36
;;15.11.2019;20:14;38,21;6,27
;;15.11.2019;20:24;38,48;6,35
;;15.11.2019;20:34;38,75;6,36
;;15.11.2019;20:44;39,01;6,39
;;15.11.2019;20:54;39,12;6,43
;;15.11.2019;21:04;39,25;6,37
;;15.11.2019;21:14;39,27;6,31
;;15.11.2019;21:24;39,35;6,32
;;15.11.2019;21:34;39,38;6,32
;;15.11.2019;21:44;39,56;6,35
;;15.11.2019;21:54;39,61;6,42
;;15.11.2019;22:04;39,64;6,37
;;15.11.2019;22:14;39,66;6,37
;;15.11.2019;22:24;39,64;6,38
;;15.11.2019;22:34;39,77;6,34
;;15.11.2019;22:44;39,69;6,34
;;15.11.2019;22:54;39,72;6,28
;;15.11.2019;23:04;39,92;6,32
;;15.11.2019;23:14;40;6,3
;;15.11.2019;23:24;40,04;6,27
;;15.11.2019;23:34;40,1;6,4
;;15.11.2019;23:44;40;6,4
;;15.11.2019;23:54;40,04;6,48
;;16.11.2019;00:04;40,06;6,41
;;16.11.2019;00:14;40,12;6,4
;;16.11.2019;00:24;40,12;6,43
