;;###################################################################
;;Tiername:;;ST1
;;Ohrmarkennummer:;;ST1
;;Bolusnummer:;;X0000001
;;Seriennummer:;;X0000001
;;Sensornummer:;;X0000001

;;Daten Anzahl:;;9767
;;Download Zeitpunkt:;;01.11.2020 14:35
;;###################################################################


;;Datum;Zeit;Temperatur [°C];pH Wert
;;28.11.2019;11:02;39,61;6,45
;;28.11.2019;11:12;39,58;6,41
;;28.11.2019;11:22;39,61;6,46
;;28.11.2019;11:32;39,69;6,39
;;28.11.2019;11:42;39,64;6,44
;;28.11.2019;11:52;39,61;6,46
;;28.11.2019;12:02;37,72;6,51
;;28.11.2019;12:12;33,05;6,44
;;28.11.2019;12:22;35,15;6,34
;;28.11.2019;12:32;36,53;6,35
;;28.11.2019;12:42;37,23;6,36
;;28.11.2019;12:52;34,19;6,35
;;28.11.2019;13:02;34,86;6,37
;;28.11.2019;13:12;36,26;6,37
;;28.11.2019;13:22;36,98;6,37
;;28.11.2019;13:32;37,52;6,38
;;28.11.2019;13:42;37,86;6,44
;;28.11.2019;13:52;38,11;6,43
;;28.11.2019;14:02;38,36;6,41
;;28.11.2019;14:12;38,56;6,43
;;28.11.2019;14:22;38,7;6,37
;;28.11.2019;14:32;38,93;6,43
;;28.11.2019;14:42;39,06;6,49
;;28.11.2019;14:52;39,17;6,48
;;28.11.2019;15:02;39,25;6,48
;;28.11.2019;15:12;39,35;6,46
;;28.11.2019;15:22;39,51;6,38
;;28.11.2019;15:32;39,53;6,4
;;28.11.2019;15:42;39,51;6,44
;;28.11.2019;15:52;39,61;6,44
;;28.11.2019;16:02;39,48;6,48
;;28.11.2019;16:12;39,53;6,51
;;28.11.2019;16:22;39,45;6,52
;;28.11.2019;16:32;39,53;6,52
;;28.11.2019;16:42;39,51;6,56
;;28.11.2019;16:52;39,51;6,5
;;28.11.2019;17:02;39,35;6,3
;;28.11.2019;17:12;35,39;6,28
;;28.11.2019;17:22;36,77;6,28
;;28.11.2019;17:32;38,01;6,05
;;28.11.2019;17:42;38,54;6,49
;;28.11.2019;17:52;38,81;6,5
;;28.11.2019;18:02;38,95;6,46
;;28.11.2019;18:12;39,09;6,38
;;28.11.2019;18:22;39,01;6,33
;;28.11.2019;18:32;38,99;6,27
;;28.11.2019;18:42;39,19;6,3
;;28.11.2019;18:52;39,3;6,27
;;28.11.2019;19:02;39,35;6,26
;;28.11.2019;19:12;39,32;6,26
;;28.11.2019;19:22;39,35;6,22
;;28.11.2019;19:32;39,32;6,24
;;28.11.2019;19:42;34,09;6,17
;;28.11.2019;19:52;35,39;6,24
;;28.11.2019;20:02;37,41;6,24
;;28.11.2019;20:12;38,3;6,25
;;28.11.2019;20:22;38,73;6,2
;;28.11.2019;20:32;39,06;6,22
;;28.11.2019;20:42;39,27;6,26
;;28.11.2019;20:52;39,51;6,27
;;28.11.2019;21:02;39,56;6,04
;;28.11.2019;21:12;39,53;5,95
;;28.11.2019;21:22;39,66;6,17
;;28.11.2019;21:32;39,66;6,13
;;28.11.2019;21:42;39,66;6,06
;;28.11.2019;21:52;39,64;6,37
;;28.11.2019;22:02;39,82;6,26
;;28.11.2019;22:12;39,85;6,13
;;28.11.2019;22:22;39,95;6,02
;;28.11.2019;22:32;39,98;6,07
;;28.11.2019;22:42;39,9;6,07
;;28.11.2019;22:52;39,98;6,36
;;28.11.2019;23:02;39,92;6,33
;;28.11.2019;23:12;39,9;6,24
;;28.11.2019;23:22;39,87;6,25
;;28.11.2019;23:32;36,65;6,32
;;28.11.2019;23:42;35,76;5,92
;;28.11.2019;23:52;37,9;5,98
;;29.11.2019;00:02;38,66;5,97
;;29.11.2019;00:12;38,85;6,04
;;29.11.2019;00:22;38,87;6,24
;;29.11.2019;00:32;38,97;6,19
;;29.11.2019;00:42;38,25;6,34
;;29.11.2019;00:52;37,35;6,04
;;29.11.2019;01:02;38,32;6,06
;;29.11.2019;01:12;38,66;6,11
;;29.11.2019;01:22;38,71;6,29
;;29.11.2019;01:32;38,89;6,31
;;29.11.2019;01:42;38,93;6,38
;;29.11.2019;01:52;39,09;6,27
;;29.11.2019;02:02;39,19;6,19
;;29.11.2019;02:12;39,35;6,15
;;29.11.2019;02:22;39,48;6,33
;;29.11.2019;02:32;39,61;6,28
;;29.11.2019;02:42;39,61;6,12
;;29.11.2019;02:52;39,56;5,95
;;29.11.2019;03:02;39,64;6,11
;;29.11.2019;03:12;39,64;6,14
;;29.11.2019;03:22;39,64;6,09
;;29.11.2019;03:32;39,51;6,09
;;29.11.2019;03:42;39,4;6,11
;;29.11.2019;03:52;39,56;6,12
;;29.11.2019;04:02;39,64;6,25
;;29.11.2019;04:12;39,66;6,27
;;29.11.2019;04:22;39,72;6,25
;;29.11.2019;04:32;39,72;6,19
;;29.11.2019;04:42;39,72;6,22
;;29.11.2019;04:52;39,69;6,23
;;29.11.2019;05:02;39,72;6,27
;;29.11.2019;05:12;39,64;6,3
;;29.11.2019;05:22;39,48;6,33
;;29.11.2019;05:32;34,9;6,51
;;29.11.2019;05:42;35,37;6,17
;;29.11.2019;05:52;37,45;6,13
;;29.11.2019;06:02;38,25;6,21
;;29.11.2019;06:12;38,58;6,28
;;29.11.2019;06:22;38,73;6,37
;;29.11.2019;06:32;38,75;6,37
;;29.11.2019;06:42;38,79;6,38
;;29.11.2019;06:52;38,68;6,35
;;29.11.2019;07:02;38,85;6,32
;;29.11.2019;07:12;38,87;6,31
;;29.11.2019;07:22;38,91;6,3
;;29.11.2019;07:32;38,85;6,27
;;29.11.2019;07:42;39,04;6,25
;;29.11.2019;07:52;39,12;6,29
;;29.11.2019;08:02;39,17;6,29
;;29.11.2019;08:12;39,17;6,28
;;29.11.2019;08:22;39,17;6,26
;;29.11.2019;08:32;39,27;6,25
;;29.11.2019;08:42;39,38;6,21
;;29.11.2019;08:52;39,45;6,24
;;29.11.2019;09:02;39,64;6,37
;;29.11.2019;09:12;39,74;6,39
;;29.11.2019;09:22;39,85;6,34
;;29.11.2019;09:32;40;6,4
;;29.11.2019;09:42;39,98;6,35
;;29.11.2019;09:52;39,98;6,21
;;29.11.2019;10:02;39,9;6,43
;;29.11.2019;10:12;39,9;6,49
;;29.11.2019;10:22;39,9;6,49
;;29.11.2019;10:32;39,82;6,46
;;29.11.2019;10:42;39,85;6,45
;;29.11.2019;10:52;39,92;6,42
;;29.11.2019;11:02;39,82;6,4
;;29.11.2019;11:12;39,69;6,27
;;29.11.2019;11:22;39,66;6,31
;;29.11.2019;11:32;39,72;6,26
;;29.11.2019;11:42;39,72;6,15
;;29.11.2019;11:52;39,74;6,2
;;29.11.2019;12:02;39,61;6,19
;;29.11.2019;12:12;31,83;6,24
;;29.11.2019;12:22;34,96;6,09
;;29.11.2019;12:32;36,59;5,96
;;29.11.2019;12:42;37,41;6,02
;;29.11.2019;12:52;37,7;6,14
;;29.11.2019;13:02;35,79;6,16
;;29.11.2019;13:12;36,69;6,15
;;29.11.2019;13:22;37,7;5,99
;;29.11.2019;13:32;38,05;6,22
;;29.11.2019;13:42;38,23;6,21
;;29.11.2019;13:52;38,4;6,14
;;29.11.2019;14:02;38,66;6,12
;;29.11.2019;14:12;38,83;6,04
;;29.11.2019;14:22;38,91;6,13
;;29.11.2019;14:32;38,95;6,1
;;29.11.2019;14:42;38,95;6,04
;;29.11.2019;14:52;38,99;6,18
;;29.11.2019;15:02;39,01;6,19
;;29.11.2019;15:12;39,14;6,21
;;29.11.2019;15:22;39,25;6,15
;;29.11.2019;15:32;39,38;6,08
;;29.11.2019;15:42;39,45;6,35
;;29.11.2019;15:52;39,43;6,26
;;29.11.2019;16:02;39,58;6,38
;;29.11.2019;16:12;39,64;6,31
;;29.11.2019;16:22;39,77;6,41
;;29.11.2019;16:32;39,87;6,3
;;29.11.2019;16:42;39,82;6,37
;;29.11.2019;16:52;39,74;6,27
;;29.11.2019;17:02;39,72;6,24
;;29.11.2019;17:12;39,74;6,28
;;29.11.2019;17:22;39,74;6,32
;;29.11.2019;17:32;39,74;6,34
;;29.11.2019;17:42;39,77;6,34
;;29.11.2019;17:52;39,79;6,37
;;29.11.2019;18:02;39,85;6,36
;;29.11.2019;18:12;39,9;6,35
;;29.11.2019;18:22;39,98;6,18
;;29.11.2019;18:32;39,79;6,27
;;29.11.2019;18:42;34,96;6,51
;;29.11.2019;18:52;34,52;6,1
;;29.11.2019;19:02;36,77;6,02
;;29.11.2019;19:12;37,78;6,02
;;29.11.2019;19:22;38,11;6,04
;;29.11.2019;19:32;38,27;6,02
;;29.11.2019;19:42;38,4;6,13
;;29.11.2019;19:52;38,46;6,07
;;29.11.2019;20:02;38,58;6,15
;;29.11.2019;20:12;38,62;6,07
;;29.11.2019;20:22;38,77;6,14
;;29.11.2019;20:32;38,95;6,11
;;29.11.2019;20:42;39,12;6,19
;;29.11.2019;20:52;39,27;6,1
;;29.11.2019;21:02;39,4;6,08
;;29.11.2019;21:12;39,4;6,14
;;29.11.2019;21:22;39,56;6,02
;;29.11.2019;21:32;39,64;6,11
;;29.11.2019;21:42;39,72;5,97
;;29.11.2019;21:52;39,72;6
;;29.11.2019;22:02;39,66;6,34
;;29.11.2019;22:12;39,74;6,41
;;29.11.2019;22:22;39,72;6,3
;;29.11.2019;22:32;39,77;6,26
;;29.11.2019;22:42;39,77;6,39
;;29.11.2019;22:52;39,82;6,37
;;29.11.2019;23:02;39,12;6,33
;;29.11.2019;23:12;35,17;6,09
;;29.11.2019;23:22;37,29;5,97
;;29.11.2019;23:32;38,23;6,01
;;29.11.2019;23:42;38,58;5,98
;;29.11.2019;23:52;38,64;5,91
;;30.11.2019;00:02;37,21;5,98
;;30.11.2019;00:12;37,45;5,93
;;30.11.2019;00:22;38,03;6,14
;;30.11.2019;00:32;38,48;6,02
;;30.11.2019;00:42;38,68;6,31
;;30.11.2019;00:52;38,83;6,27
;;30.11.2019;01:02;38,93;6,23
;;30.11.2019;01:12;39,12;6,28
;;30.11.2019;01:22;39,22;6,23
;;30.11.2019;01:32;39,27;6,16
;;30.11.2019;01:42;39,4;6,13
;;30.11.2019;01:52;39,43;6,3
;;30.11.2019;02:02;39,51;6,2
;;30.11.2019;02:12;39,53;6,24
;;30.11.2019;02:22;39,48;6,29
;;30.11.2019;02:32;39,43;6,18
;;30.11.2019;02:42;39,4;6,13
;;30.11.2019;02:52;39,35;6,3
;;30.11.2019;03:02;39,48;6,2
;;30.11.2019;03:12;39,56;6,31
;;30.11.2019;03:22;39,66;6,28
;;30.11.2019;03:32;39,66;6,29
;;30.11.2019;03:42;39,66;6,38
;;30.11.2019;03:52;39,69;6,33
;;30.11.2019;04:02;39,64;6,31
;;30.11.2019;04:12;39,53;6,3
;;30.11.2019;04:22;39,35;6,17
;;30.11.2019;04:32;39,43;6,23
;;30.11.2019;04:42;39,45;6,34
;;30.11.2019;04:52;39,53;6,47
;;30.11.2019;05:02;39,56;6,44
;;30.11.2019;05:12;39,69;6,46
;;30.11.2019;05:22;39,74;6,4
;;30.11.2019;05:32;39,64;6,44
;;30.11.2019;05:42;39,58;6,34
;;30.11.2019;05:52;39,64;6,37
;;30.11.2019;06:02;39,61;6,21
;;30.11.2019;06:12;39,48;6,14
;;30.11.2019;06:22;39,51;6,18
;;30.11.2019;06:32;39,51;6,59
;;30.11.2019;06:42;39,56;6,48
;;30.11.2019;06:52;39,53;6,38
;;30.11.2019;07:02;34,71;6,46
;;30.11.2019;07:12;34,11;6,29
;;30.11.2019;07:22;36,42;6,22
;;30.11.2019;07:32;37,45;6,17
;;30.11.2019;07:42;37,82;6,21
;;30.11.2019;07:52;37,86;6,22
;;30.11.2019;08:02;37,99;6,3
;;30.11.2019;08:12;38,23;6,25
;;30.11.2019;08:22;38,44;6,18
;;30.11.2019;08:32;38,52;6,2
;;30.11.2019;08:42;38,62;6,21
;;30.11.2019;08:52;38,75;6,17
;;30.11.2019;09:02;38,81;6,26
;;30.11.2019;09:12;39,09;6,27
;;30.11.2019;09:22;39,25;6,41
;;30.11.2019;09:32;39,38;6,43
;;30.11.2019;09:42;39,53;6,37
;;30.11.2019;09:52;39,61;6,42
;;30.11.2019;10:02;39,69;6,34
;;30.11.2019;10:12;39,72;6,22
;;30.11.2019;10:22;39,66;6,35
;;30.11.2019;10:32;39,72;6,15
;;30.11.2019;10:42;39,77;6,23
;;30.11.2019;10:52;39,77;6,21
;;30.11.2019;11:02;39,9;6,25
;;30.11.2019;11:12;39,95;6,22
;;30.11.2019;11:22;39,92;6,27
;;30.11.2019;11:32;39,98;6,17
;;30.11.2019;11:42;39,95;6,14
;;30.11.2019;11:52;39,92;6,24
;;30.11.2019;12:02;35,46;6,31
;;30.11.2019;12:12;35,74;6,01
;;30.11.2019;12:22;37,7;5,97
;;30.11.2019;12:32;38,29;5,99
;;30.11.2019;12:42;34,81;6,04
;;30.11.2019;12:52;36,38;5,98
;;30.11.2019;13:02;37,39;5,95
;;30.11.2019;13:12;37,86;5,95
;;30.11.2019;13:22;38,17;6,04
;;30.11.2019;13:32;38,27;5,96
;;30.11.2019;13:42;38,32;5,95
;;30.11.2019;13:52;38,48;6,06
;;30.11.2019;14:02;38,46;6,02
;;30.11.2019;14:12;38,62;6,29
;;30.11.2019;14:22;38,73;6,17
;;30.11.2019;14:32;38,85;6,08
;;30.11.2019;14:42;38,99;6,16
;;30.11.2019;14:52;39,17;6,1
;;30.11.2019;15:02;39,22;6,31
;;30.11.2019;15:12;39,17;6,26
;;30.11.2019;15:22;39,22;6,14
;;30.11.2019;15:32;39,25;6,14
;;30.11.2019;15:42;39,27;6,23
;;30.11.2019;15:52;39,38;6,24
;;30.11.2019;16:02;39,43;6,21
;;30.11.2019;16:12;39,64;6,25
;;30.11.2019;16:22;39,74;6,28
;;30.11.2019;16:32;39,74;6,23
;;30.11.2019;16:42;39,9;6,21
;;30.11.2019;16:52;39,9;6,19
;;30.11.2019;17:02;39,9;6,26
;;30.11.2019;17:12;40,02;6,16
;;30.11.2019;17:22;39,92;6,11
;;30.11.2019;17:32;39,92;6,18
;;30.11.2019;17:42;39,9;6,19
;;30.11.2019;17:52;39,82;6,32
;;30.11.2019;18:02;39,98;6,29
;;30.11.2019;18:12;35,52;6,48
;;30.11.2019;18:22;35,15;6,18
;;30.11.2019;18:32;37,68;6,05
;;30.11.2019;18:42;38,6;6,11
;;30.11.2019;18:52;38,68;6,08
;;30.11.2019;19:02;38,73;6,17
;;30.11.2019;19:12;38,79;6,1
;;30.11.2019;19:22;38,79;6,18
;;30.11.2019;19:32;38,79;6,12
;;30.11.2019;19:42;38,87;6,21
;;30.11.2019;19:52;38,91;6,15
;;30.11.2019;20:02;38,99;6,16
;;30.11.2019;20:12;39,06;6,2
;;30.11.2019;20:22;39,22;6,14
;;30.11.2019;20:32;39,48;6,16
;;30.11.2019;20:42;39,51;6,34
;;30.11.2019;20:52;39,64;6,24
;;30.11.2019;21:02;39,69;6,16
;;30.11.2019;21:12;39,74;6,42
;;30.11.2019;21:22;39,79;6,43
;;30.11.2019;21:32;39,85;6,44
;;30.11.2019;21:42;39,85;6,39
;;30.11.2019;21:52;39,9;6,29
;;30.11.2019;22:02;39,92;6,33
;;30.11.2019;22:12;39,95;6,32
;;30.11.2019;22:22;40,04;6,28
;;30.11.2019;22:32;40;6,21
;;30.11.2019;22:42;40,06;6,3
;;30.11.2019;22:52;40,08;6,33
;;30.11.2019;23:02;40,16;6,34
;;30.11.2019;23:12;40,26;6,33
;;30.11.2019;23:22;40,26;6,33
;;30.11.2019;23:32;40,32;6,23
;;30.11.2019;23:42;40,28;6,27
;;30.11.2019;23:52;30,28;6,11
;;01.12.2019;00:02;32,84;6,11
;;01.12.2019;00:12;35,43;6,07
;;01.12.2019;00:22;36,84;6,08
;;01.12.2019;00:32;37,35;6,09
;;01.12.2019;00:42;37,56;5,92
;;01.12.2019;00:52;37,68;6,12
;;01.12.2019;01:02;37,82;6,16
;;01.12.2019;01:12;38,03;6,19
;;01.12.2019;01:22;38,29;6,27
;;01.12.2019;01:32;38,38;6,19
;;01.12.2019;01:42;38,56;6,2
;;01.12.2019;01:52;38,66;6,28
;;01.12.2019;02:02;38,83;6,25
;;01.12.2019;02:12;39,04;6,26
;;01.12.2019;02:22;39,19;6,21
;;01.12.2019;02:32;39,14;6,22
;;01.12.2019;02:42;39,14;6,22
;;01.12.2019;02:52;39,19;6,27
;;01.12.2019;03:02;39,27;6,3
;;01.12.2019;03:12;39,4;6,33
;;01.12.2019;03:22;39,48;6,31
;;01.12.2019;03:32;39,56;6,27
;;01.12.2019;03:41;39,48;6,32
;;01.12.2019;03:51;39,51;6,37
;;01.12.2019;04:01;39,45;6,37
;;01.12.2019;04:11;39,53;6,41
;;01.12.2019;04:21;39,58;6,41
;;01.12.2019;04:31;39,69;6,49
;;01.12.2019;04:41;39,64;6,46
;;01.12.2019;04:51;39,79;6,46
;;01.12.2019;05:01;39,72;6,43
;;01.12.2019;05:11;39,64;6,47
;;01.12.2019;05:21;39,51;6,57
;;01.12.2019;05:31;39,53;6,46
;;01.12.2019;05:41;39,51;6,55
;;01.12.2019;05:51;39,48;6,56
;;01.12.2019;06:01;39,38;6,61
;;01.12.2019;06:11;39,32;6,61
;;01.12.2019;06:21;39,53;6,59
;;01.12.2019;06:31;39,58;6,58
;;01.12.2019;06:41;39,48;6,58
;;01.12.2019;06:51;39,48;6,52
;;01.12.2019;07:01;39,56;6,53
;;01.12.2019;07:11;39,4;6,54
;;01.12.2019;07:21;39,4;6,51
;;01.12.2019;07:31;36,18;6,63
;;01.12.2019;07:41;34,53;6,57
;;01.12.2019;07:51;36,77;6,42
;;01.12.2019;08:01;37,72;6,41
;;01.12.2019;08:11;37,95;6,42
;;01.12.2019;08:21;38,25;6,35
;;01.12.2019;08:31;38,38;6,39
;;01.12.2019;08:41;38,48;6,44
;;01.12.2019;08:51;38,58;6,48
;;01.12.2019;09:01;38,79;6,49
;;01.12.2019;09:11;38,87;6,5
;;01.12.2019;09:21;39,09;6,47
;;01.12.2019;09:31;39,14;6,46
;;01.12.2019;09:41;39,19;6,4
;;01.12.2019;09:51;39,38;6,26
;;01.12.2019;10:01;39,58;6,18
;;01.12.2019;10:11;39,66;6,13
;;01.12.2019;10:21;39,64;6,04
;;01.12.2019;10:31;39,72;5,98
;;01.12.2019;10:41;39,66;6,05
;;01.12.2019;10:51;39,74;6,15
;;01.12.2019;11:01;39,82;6,03
;;01.12.2019;11:11;39,74;5,94
;;01.12.2019;11:21;39,79;5,85
;;01.12.2019;11:31;39,72;5,99
;;01.12.2019;11:41;39,77;6,18
;;01.12.2019;11:51;39,9;6,17
;;01.12.2019;12:01;39,85;6,33
;;01.12.2019;12:11;39,92;6,26
;;01.12.2019;12:21;39,92;6,41
;;01.12.2019;12:31;39,87;6,35
;;01.12.2019;12:41;33,65;6,27
;;01.12.2019;12:51;35,31;6,15
;;01.12.2019;13:01;37,27;6,23
;;01.12.2019;13:11;37,91;6,25
;;01.12.2019;13:21;38,23;6,26
;;01.12.2019;13:31;38,4;6,22
;;01.12.2019;13:41;38,46;6,23
;;01.12.2019;13:51;38,56;6,23
;;01.12.2019;14:01;38,66;6,21
;;01.12.2019;14:11;38,75;6,26
;;01.12.2019;14:21;38,87;6,34
;;01.12.2019;14:31;39,09;6,35
;;01.12.2019;14:41;39,09;6,25
;;01.12.2019;14:51;39,25;6,27
;;01.12.2019;15:01;39,35;6,25
;;01.12.2019;15:11;39,58;6,27
;;01.12.2019;15:21;39,64;6,15
;;01.12.2019;15:31;39,77;6,11
;;01.12.2019;15:41;39,77;6,24
;;01.12.2019;15:51;39,82;6,25
;;01.12.2019;16:01;39,85;6,28
;;01.12.2019;16:11;39,92;6,23
;;01.12.2019;16:21;40,12;6,04
;;01.12.2019;16:31;40,2;6,15
;;01.12.2019;16:41;40,18;6,01
;;01.12.2019;16:51;40,14;6,22
;;01.12.2019;17:01;40,1;6,28
;;01.12.2019;17:11;40,02;6,24
;;01.12.2019;17:21;40,08;6,27
;;01.12.2019;17:31;40,14;6,18
;;01.12.2019;17:41;40,14;6,31
;;01.12.2019;17:51;40,02;6,46
;;01.12.2019;18:01;40,02;6,4
;;01.12.2019;18:11;40,14;6,27
;;01.12.2019;18:21;36,22;6,41
;;01.12.2019;18:31;34,5;6,15
;;01.12.2019;18:41;36,9;6,21
;;01.12.2019;18:51;37,93;6,24
;;01.12.2019;19:01;38,19;6,25
;;01.12.2019;19:11;38,3;6,3
;;01.12.2019;19:21;38,46;6,24
;;01.12.2019;19:31;38,6;6,24
;;01.12.2019;19:41;38,7;6,24
;;01.12.2019;19:51;38,87;6,34
;;01.12.2019;20:01;38,97;6,31
;;01.12.2019;20:11;39,27;6,35
;;01.12.2019;20:21;39,48;6,36
;;01.12.2019;20:31;39,61;6,33
;;01.12.2019;20:41;39,79;6,28
;;01.12.2019;20:51;39,79;6,27
;;01.12.2019;21:01;39,82;6,35
;;01.12.2019;21:11;39,92;6,31
;;01.12.2019;21:21;39,9;6,33
;;01.12.2019;21:31;40,02;6,25
;;01.12.2019;21:41;39,92;6,23
;;01.12.2019;21:51;39,98;6,24
;;01.12.2019;22:01;40,06;6,2
;;01.12.2019;22:11;40,1;6,14
;;01.12.2019;22:21;33,59;6
;;01.12.2019;22:31;35,79;5,93
;;01.12.2019;22:41;37,8;5,97
;;01.12.2019;22:51;38,36;6,03
;;01.12.2019;23:01;38,42;6,03
;;01.12.2019;23:11;38,5;6,04
;;01.12.2019;23:21;38,58;6,14
;;01.12.2019;23:31;38,64;6,18
;;01.12.2019;23:41;38,79;6,18
;;01.12.2019;23:51;38,89;6,21
;;02.12.2019;00:01;38,99;6,09
;;02.12.2019;00:11;38,99;6,08
;;02.12.2019;00:21;39,09;6,06
;;02.12.2019;00:31;39,22;6,15
;;02.12.2019;00:41;39,27;6,26
;;02.12.2019;00:51;39,56;6,28
;;02.12.2019;01:01;39,72;6,3
;;02.12.2019;01:11;39,92;6,34
;;02.12.2019;01:21;40,06;6,3
;;02.12.2019;01:31;40,08;6,22
;;02.12.2019;01:41;40,08;6,23
;;02.12.2019;01:51;40;6,32
;;02.12.2019;02:01;39,98;6,38
;;02.12.2019;02:11;39,85;6,35
;;02.12.2019;02:21;39,85;6,43
;;02.12.2019;02:31;39,79;6,4
;;02.12.2019;02:41;39,74;6,41
;;02.12.2019;02:51;39,74;6,36
;;02.12.2019;03:01;39,72;6,34
;;02.12.2019;03:11;39,79;6,33
;;02.12.2019;03:21;39,82;6,34
;;02.12.2019;03:31;39,79;6,39
;;02.12.2019;03:41;39,85;6,43
;;02.12.2019;03:51;39,98;6,46
;;02.12.2019;04:01;40;6,48
;;02.12.2019;04:11;40,04;6,5
;;02.12.2019;04:21;40,04;6,5
;;02.12.2019;04:31;40,08;6,5
;;02.12.2019;04:41;40,02;6,53
;;02.12.2019;04:51;40,02;6,55
;;02.12.2019;05:01;40,04;6,55
;;02.12.2019;05:11;39,95;6,6
;;02.12.2019;05:21;39,9;6,6
;;02.12.2019;05:31;39,92;6,54
;;02.12.2019;05:41;32,03;6,46
;;02.12.2019;05:51;34,48;6,42
;;02.12.2019;06:01;36,47;6,55
;;02.12.2019;06:11;37,51;6,54
;;02.12.2019;06:21;37,78;6,58
;;02.12.2019;06:31;37,86;6,59
;;02.12.2019;06:41;37,97;6,55
;;02.12.2019;06:51;38,13;6,48
;;02.12.2019;07:01;38,3;6,53
;;02.12.2019;07:11;38,5;6,55
;;02.12.2019;07:21;38,62;6,59
;;02.12.2019;07:31;38,81;6,58
;;02.12.2019;07:41;38,91;6,6
;;02.12.2019;07:51;38,99;6,55
;;02.12.2019;08:01;39,04;6,53
;;02.12.2019;08:11;39,17;6,44
;;02.12.2019;08:21;39,09;6,41
;;02.12.2019;08:31;39,14;6,4
;;02.12.2019;08:41;39,14;6,4
;;02.12.2019;08:51;39,12;6,41
;;02.12.2019;09:01;39,22;6,35
;;02.12.2019;09:11;39,25;6,42
;;02.12.2019;09:21;39,27;6,42
;;02.12.2019;09:31;39,48;6,35
;;02.12.2019;09:41;39,64;6,43
;;02.12.2019;09:51;39,82;6,36
;;02.12.2019;10:01;39,87;6,4
;;02.12.2019;10:11;39,85;6,41
;;02.12.2019;10:21;39,82;6,39
;;02.12.2019;10:31;39,87;6,4
;;02.12.2019;10:41;39,82;6,24
;;02.12.2019;10:51;39,77;6,33
;;02.12.2019;11:01;39,87;6,21
;;02.12.2019;11:11;39,95;6,26
;;02.12.2019;11:21;39,95;6,07
;;02.12.2019;11:31;40;6,46
;;02.12.2019;11:41;39,98;6,46
;;02.12.2019;11:51;39,92;6,39
;;02.12.2019;12:01;39,98;6,43
;;02.12.2019;12:11;40,04;6,41
;;02.12.2019;12:21;39,98;6,4
;;02.12.2019;12:31;40,02;6,48
;;02.12.2019;12:41;40,06;6,4
;;02.12.2019;12:51;36,9;6,39
;;02.12.2019;13:01;31,68;6,24
;;02.12.2019;13:11;34,11;6,25
;;02.12.2019;13:21;35,76;6,23
;;02.12.2019;13:31;36,51;6,25
;;02.12.2019;13:41;36,88;6,25
;;02.12.2019;13:51;37,17;6,26
;;02.12.2019;14:01;37,56;6,29
;;02.12.2019;14:11;37,78;6,23
;;02.12.2019;14:21;38,01;6,27
;;02.12.2019;14:31;38,3;6,29
;;02.12.2019;14:41;38,56;6,05
;;02.12.2019;14:51;38,79;6,33
;;02.12.2019;15:01;38,97;6,26
;;02.12.2019;15:11;39,12;6,31
;;02.12.2019;15:21;39,17;6,3
;;02.12.2019;15:31;39,32;6,29
;;02.12.2019;15:41;39,35;6,31
;;02.12.2019;15:51;39,38;6,29
;;02.12.2019;16:01;39,32;6,28
;;02.12.2019;16:11;39,43;6,32
;;02.12.2019;16:21;39,51;6,19
;;02.12.2019;16:31;39,61;6,16
;;02.12.2019;16:41;39,61;6,19
;;02.12.2019;16:51;39,66;6,27
;;02.12.2019;17:01;39,77;6,25
;;02.12.2019;17:11;39,74;6,31
;;02.12.2019;17:21;39,77;6,31
;;02.12.2019;17:31;39,74;6,41
;;02.12.2019;17:41;39,79;6,41
;;02.12.2019;17:51;39,77;6,49
;;02.12.2019;18:01;39,9;6,48
;;02.12.2019;18:11;34,05;6,27
;;02.12.2019;18:21;36,65;6,25
;;02.12.2019;18:31;38,01;6,27
;;02.12.2019;18:41;38,4;6,31
;;02.12.2019;18:51;38,46;6,31
;;02.12.2019;19:01;38,56;6,27
;;02.12.2019;19:11;38,62;6,28
;;02.12.2019;19:21;38,68;6,29
;;02.12.2019;19:31;38,81;6,25
;;02.12.2019;19:41;38,85;6,26
;;02.12.2019;19:51;38,99;6,08
;;02.12.2019;20:01;39,04;6,3
;;02.12.2019;20:11;39,17;6,25
;;02.12.2019;20:21;39,38;6,33
;;02.12.2019;20:31;39,48;6,24
;;02.12.2019;20:41;39,72;6,04
;;02.12.2019;20:51;39,85;5,87
;;02.12.2019;21:01;39,95;6,25
;;02.12.2019;21:11;40;6,25
;;02.12.2019;21:21;39,98;6,34
;;02.12.2019;21:31;40,08;6,34
;;02.12.2019;21:41;40,12;6,24
;;02.12.2019;21:51;40,24;6,26
;;02.12.2019;22:01;40,32;6,25
;;02.12.2019;22:11;40,32;6,27
;;02.12.2019;22:21;40,3;6,28
;;02.12.2019;22:31;40,26;6,35
;;02.12.2019;22:41;40,24;6,35
;;02.12.2019;22:51;40,28;6,31
;;02.12.2019;23:01;40,35;6,3
;;02.12.2019;23:11;40,41;6,23
;;02.12.2019;23:21;40,41;6,28
;;02.12.2019;23:31;40,49;6,35
;;02.12.2019;23:41;40,47;6,34
;;02.12.2019;23:51;40,47;6,35
;;03.12.2019;00:01;40,45;6,35
;;03.12.2019;00:11;40,47;6,38
;;03.12.2019;00:21;40,33;6,46
;;03.12.2019;00:31;40,33;6,41
;;03.12.2019;00:41;40,2;6,49
