;;###################################################################
;;Tiername:;;ST2
;;Ohrmarkennummer:;;ST2
;;Bolusnummer:;;X0000002
;;Seriennummer:;;X0000002
;;Sensornummer:;;X0000002

;;Daten Anzahl:;;1992
;;Download Zeitpunkt:;;01.11.2020 14:35
;;###################################################################


;;Datum;Zeit;Temperatur [°C];pH Wert
;;23.11.2019;09:45;40,35;6,49
;;23.11.2019;09:55;40,37;6,63
;;23.11.2019;10:05;40,29;6,61
;;23.11.2019;10:15;40,37;6,5
;;23.11.2019;10:25;40,45;6,42
;;23.11.2019;10:35;40,45;6,4
;;23.11.2019;10:45;37,86;6,36
;;23.11.2019;10:55;32,05;6,33
;;23.11.2019;11:05;35,8;6,32
;;23.11.2019;11:15;37,43;6,39
;;23.11.2019;11:25;38,34;6,43
;;23.11.2019;11:35;38,97;6,39
;;23.11.2019;11:45;39,45;6,38
;;23.11.2019;11:55;39,64;6,33
;;23.11.2019;12:05;39,71;6,33
;;23.11.2019;12:15;39,82;6,34
;;23.11.2019;12:25;39,82;6,34
;;23.11.2019;12:35;39,82;6,36
;;23.11.2019;12:45;39,82;6,41
;;23.11.2019;12:55;39,84;6,5
;;23.11.2019;13:05;39,95;6,49
;;23.11.2019;13:15;40,04;6,55
;;23.11.2019;13:25;40,16;6,63
;;23.11.2019;13:35;40,25;6,68
;;23.11.2019;13:45;40,29;6,62
;;23.11.2019;13:55;40,29;6,6
;;23.11.2019;14:05;40,25;6,51
;;23.11.2019;14:15;40,25;6,54
;;23.11.2019;14:25;40,2;6,42
;;23.11.2019;14:35;40,14;6,45
;;23.11.2019;14:45;40,18;6,38
;;23.11.2019;14:55;40,12;6,35
;;23.11.2019;15:05;33,81;6,26
;;23.11.2019;15:15;34,87;6,25
;;23.11.2019;15:25;37,21;6,43
;;23.11.2019;15:35;38,48;6,45
;;23.11.2019;15:45;38,97;6,41
;;23.11.2019;15:55;39,35;6,4
;;23.11.2019;16:05;39,84;6,32
;;23.11.2019;16:15;40,12;6,29
;;23.11.2019;16:25;40,25;6,21
;;23.11.2019;16:35;40,29;6,14
;;23.11.2019;16:45;40,31;6,2
;;23.11.2019;16:55;40,37;6,12
;;23.11.2019;17:05;40,33;6,1
;;23.11.2019;17:15;40,39;5,97
;;23.11.2019;17:25;34,94;5,98
;;23.11.2019;17:35;37,25;6,04
;;23.11.2019;17:45;38,62;6,07
;;23.11.2019;17:55;39,27;6,11
;;23.11.2019;18:05;39,61;6,12
;;23.11.2019;18:15;39,74;6,11
;;23.11.2019;18:25;39,82;6,11
;;23.11.2019;18:35;39,92;6,24
;;23.11.2019;18:45;39,97;6,23
;;23.11.2019;18:55;40,04;6,25
;;23.11.2019;19:05;40,16;6,25
;;23.11.2019;19:15;34,89;6,08
;;23.11.2019;19:25;37,27;6
;;23.11.2019;19:35;38,83;5,98
;;23.11.2019;19:45;39,64;5,91
;;23.11.2019;19:55;39,87;6,07
;;23.11.2019;20:05;40,1;6,23
;;23.11.2019;20:15;40,2;6,12
;;23.11.2019;20:25;40,35;6,18
;;23.11.2019;20:35;40,51;6,06
;;23.11.2019;20:45;40,57;5,67
;;23.11.2019;20:55;40,51;5,89
;;23.11.2019;21:05;40,41;5,88
;;23.11.2019;21:15;40,45;6,03
;;23.11.2019;21:25;40,49;5,91
;;23.11.2019;21:35;40,53;5,85
;;23.11.2019;21:45;40,61;5,88
;;23.11.2019;21:55;40,53;5,73
;;23.11.2019;22:05;40,43;5,9
;;23.11.2019;22:15;38,13;5,62
;;23.11.2019;22:25;35,64;5,46
;;23.11.2019;22:35;37,8;5,49
;;23.11.2019;22:45;38,77;5,58
;;23.11.2019;22:55;39,4;5,78
;;23.11.2019;23:05;39,66;5,87
;;23.11.2019;23:15;39,92;5,88
;;23.11.2019;23:25;40,04;6,06
;;23.11.2019;23:35;40,2;5,91
;;23.11.2019;23:45;40,37;5,75
;;23.11.2019;23:55;40,41;5,63
;;24.11.2019;00:05;40,29;5,6
;;24.11.2019;00:15;40,35;5,81
;;24.11.2019;00:25;40,49;5,75
;;24.11.2019;00:35;40,57;5,68
;;24.11.2019;00:45;40,65;5,83
;;24.11.2019;00:55;40,55;5,78
;;24.11.2019;01:05;40,35;5,87
;;24.11.2019;01:15;40,27;5,79
;;24.11.2019;01:25;40,33;5,89
;;24.11.2019;01:35;40,39;5,96
;;24.11.2019;01:45;38,44;5,94
;;24.11.2019;01:55;33,17;5,69
;;24.11.2019;02:05;36,32;5,86
;;24.11.2019;02:15;38,21;5,91
;;24.11.2019;02:25;38,81;6,01
;;24.11.2019;02:35;38,83;6,15
;;24.11.2019;02:45;39,11;6,18
;;24.11.2019;02:55;39,43;6,16
;;24.11.2019;03:05;39,61;6,21
;;24.11.2019;03:15;39,82;6,23
;;24.11.2019;03:25;39,97;6,28
;;24.11.2019;03:35;39,95;6,24
;;24.11.2019;03:45;39,82;6,17
;;24.11.2019;03:55;39,84;6,26
;;24.11.2019;04:05;39,92;6,3
;;24.11.2019;04:15;40,02;6,27
;;24.11.2019;04:25;40,1;6,16
;;24.11.2019;04:35;40,16;6,26
;;24.11.2019;04:45;40,18;6,32
;;24.11.2019;04:55;40,24;6,35
;;24.11.2019;05:05;40,29;6,45
;;24.11.2019;05:15;40,22;6,51
;;24.11.2019;05:25;40,2;6,59
;;24.11.2019;05:35;40,22;6,45
;;24.11.2019;05:45;40,18;6,34
;;24.11.2019;05:55;40,18;6,41
;;24.11.2019;06:05;40,16;6,33
;;24.11.2019;06:15;40,06;6,35
;;24.11.2019;06:25;40,02;6,35
;;24.11.2019;06:35;33,54;6,25
;;24.11.2019;06:45;36,42;6,25
;;24.11.2019;06:55;38,25;6,29
;;24.11.2019;07:05;38,93;6,19
;;24.11.2019;07:15;39,17;6,28
;;24.11.2019;07:25;39,32;6,25
;;24.11.2019;07:35;39,43;6,2
;;24.11.2019;07:45;39,66;6,23
;;24.11.2019;07:55;39,84;6,29
;;24.11.2019;08:05;39,92;6,32
;;24.11.2019;08:15;39,95;6,3
;;24.11.2019;08:25;40,1;6,36
;;24.11.2019;08:35;40,18;6,4
;;24.11.2019;08:45;40,25;6,3
;;24.11.2019;08:55;40,27;6,24
;;24.11.2019;09:05;40,35;6,5
;;24.11.2019;09:15;40,43;6,34
;;24.11.2019;09:25;40,41;6,07
;;24.11.2019;09:35;40,35;6,36
;;24.11.2019;09:45;40,31;6,27
;;24.11.2019;09:55;40,27;6,25
;;24.11.2019;10:05;38,05;6,16
;;24.11.2019;10:15;35,27;6,24
;;24.11.2019;10:25;37,25;6,35
;;24.11.2019;10:35;38,5;6,42
;;24.11.2019;10:45;39,06;6,51
;;24.11.2019;10:55;39,48;6,54
;;24.11.2019;11:05;39,69;6,52
;;24.11.2019;11:15;39,87;6,56
;;24.11.2019;11:25;39,92;6,57
;;24.11.2019;11:35;39,95;6,6
;;24.11.2019;11:45;40,04;6,58
;;24.11.2019;11:55;40,06;6,63
;;24.11.2019;12:05;40,02;6,6
;;24.11.2019;12:15;40;6,69
;;24.11.2019;12:25;39,95;6,73
;;24.11.2019;12:35;39,92;6,73
;;24.11.2019;12:45;39,97;6,7
;;24.11.2019;12:55;40,1;6,7
;;24.11.2019;13:05;40,16;6,67
;;24.11.2019;13:15;40,18;6,65
;;24.11.2019;13:25;40,14;6,62
;;24.11.2019;13:35;40,1;6,62
;;24.11.2019;13:45;40,08;6,6
;;24.11.2019;13:55;36,51;6,44
;;24.11.2019;14:05;34,94;6,5
;;24.11.2019;14:15;37,33;6,43
;;24.11.2019;14:25;38,21;6,49
;;24.11.2019;14:35;38,46;6,53
;;24.11.2019;14:45;38,73;6,53
;;24.11.2019;14:55;38,99;6,46
;;24.11.2019;15:05;39,37;6,53
;;24.11.2019;15:15;39,61;6,51
;;24.11.2019;15:25;39,58;6,39
;;24.11.2019;15:35;39,64;6,17
;;24.11.2019;15:45;39,82;6,06
;;24.11.2019;15:55;39,74;6,12
;;24.11.2019;16:05;39,77;6,07
;;24.11.2019;16:15;38,32;6,1
;;24.11.2019;16:25;34,62;6,03
;;24.11.2019;16:35;37,45;6,08
;;24.11.2019;16:45;38,62;6,26
;;24.11.2019;16:55;39,24;6,41
;;24.11.2019;17:05;39,64;6,45
;;24.11.2019;17:15;39,9;6,38
;;24.11.2019;17:25;40,14;6,38
;;24.11.2019;17:35;40,27;6,4
;;24.11.2019;17:45;40,39;6,4
;;24.11.2019;17:55;40,53;6,24
;;24.11.2019;18:05;40,57;6,28
;;24.11.2019;18:15;40,55;6,16
;;24.11.2019;18:25;40,45;6,05
;;24.11.2019;18:35;40,39;5,85
;;24.11.2019;18:45;40,39;5,89
;;24.11.2019;18:55;40,37;5,97
;;24.11.2019;19:05;40,41;6
;;24.11.2019;19:15;40,53;6,05
;;24.11.2019;19:25;40,53;5,95
;;24.11.2019;19:35;35;5,83
;;24.11.2019;19:45;37,62;5,97
;;24.11.2019;19:55;38,87;5,95
;;24.11.2019;20:05;39,3;5,97
;;24.11.2019;20:15;39,58;6,08
;;24.11.2019;20:25;39,82;6,19
;;24.11.2019;20:35;40,06;6,26
;;24.11.2019;20:45;40,2;6,19
;;24.11.2019;20:55;40,29;6,21
;;24.11.2019;21:05;40,31;6,21
;;24.11.2019;21:15;35,8;6
;;24.11.2019;21:25;37,76;5,91
;;24.11.2019;21:35;38,85;6,01
;;24.11.2019;21:45;39,19;6,05
;;24.11.2019;21:55;39,35;6,09
;;24.11.2019;22:05;39,61;6,09
;;24.11.2019;22:15;39,82;6,11
;;24.11.2019;22:25;40,04;6,08
;;24.11.2019;22:35;40,16;6,08
;;24.11.2019;22:45;40,25;5,94
;;24.11.2019;22:55;40,25;6,05
;;24.11.2019;23:05;40,35;6,09
;;24.11.2019;23:15;40,47;6,14
;;24.11.2019;23:25;40,51;6,09
;;24.11.2019;23:35;40,53;6,11
;;24.11.2019;23:45;40,55;6,15
;;24.11.2019;23:55;40,57;6,21
;;25.11.2019;00:05;40,51;6,24
;;25.11.2019;00:15;40,33;6,34
;;25.11.2019;00:25;40,29;6,2
;;25.11.2019;00:35;40,27;6,29
;;25.11.2019;00:45;37,78;6,25
;;25.11.2019;00:55;35,02;6,27
;;25.11.2019;01:05;37,14;6,38
;;25.11.2019;01:15;38,3;6,42
;;25.11.2019;01:25;38,97;6,46
;;25.11.2019;01:35;39,32;6,42
;;25.11.2019;01:45;39,56;6,39
;;25.11.2019;01:55;39,74;6,44
;;25.11.2019;02:05;39,9;6,42
;;25.11.2019;02:15;39,92;6,42
;;25.11.2019;02:25;39,92;6,38
;;25.11.2019;02:35;39,84;6,41
;;25.11.2019;02:45;39,95;6,42
;;25.11.2019;02:55;40,04;6,45
;;25.11.2019;03:05;40,12;6,36
;;25.11.2019;03:15;40,22;6,34
;;25.11.2019;03:25;40,25;6,28
;;25.11.2019;03:35;40,18;6,41
;;25.11.2019;03:45;40,08;6,38
;;25.11.2019;03:55;40;6,5
;;25.11.2019;04:05;40,1;6,58
;;25.11.2019;04:15;40,18;6,59
;;25.11.2019;04:25;40,25;6,6
;;25.11.2019;04:35;40,33;6,62
;;25.11.2019;04:45;40,37;6,73
;;25.11.2019;04:55;40,39;6,63
;;25.11.2019;05:05;40,41;6,64
;;25.11.2019;05:15;40,45;6,65
;;25.11.2019;05:25;34,38;6,48
;;25.11.2019;05:35;37;6,52
;;25.11.2019;05:45;38,46;6,47
;;25.11.2019;05:55;38,87;6,48
;;25.11.2019;06:05;39,01;6,43
;;25.11.2019;06:15;38,99;6,42
;;25.11.2019;06:25;39,19;6,42
;;25.11.2019;06:35;39,27;6,37
;;25.11.2019;06:45;39,43;6,4
;;25.11.2019;06:55;39,48;6,35
