Serial Number:,,X002, pH Calibration (LOW):,,745, pH Calibration (HIGH):,,245,
Sample Number,Logged At,Temperature (Celcius),raw pH (ADC),Calibrated pH,Session,Retrieved from bolus at,RSSI (dBm),url,flags
1279,2015-06-17T18:55:50+0100,39.1,340,6.43,441,,,,
1280,2015-06-17T19:10:50+0100,39.1,362,6.3,441,,,,
1281,2015-06-17T19:25:50+0100,39.1,354,6.35,441,,,,
1282,2015-06-17T19:40:50+0100,39.1,361,6.3,441,,,,
1283,2015-06-17T19:55:50+0100,39.4,362,6.3,441,,,,
1284,2015-06-17T20:10:50+0100,39.4,359,6.32,441,,,,
1285,2015-06-17T20:25:50+0100,37.5,375,6.22,441,,,,
1286,2015-06-17T20:40:50+0100,38.6,362,6.3,441,,,,
1287,2015-06-17T20:55:50+0100,38.8,343,6.41,441,,,,
1288,2015-06-17T21:10:50+0100,38.8,359,6.32,441,,,,
1289,2015-06-17T21:25:50+0100,39.1,372,6.24,441,,,,
1290,2015-06-17T21:40:50+0100,39.1,359,6.32,441,,,,
1291,2015-06-17T21:55:50+0100,37,365,6.28,441,,,,
1292,2015-06-17T22:10:50+0100,38.6,372,6.24,441,,,,
1293,2015-06-17T22:25:50+0100,38.8,371,6.24,441,,,,
1294,2015-06-17T22:40:50+0100,39.1,380,6.19,441,,,,
1295,2015-06-17T22:55:50+0100,39.1,380,6.19,441,,,,
1296,2015-06-17T23:10:50+0100,39.1,375,6.22,441,,,,
1297,2015-06-17T23:25:50+0100,38.1,363,6.29,441,,,,
1298,2015-06-17T23:40:50+0100,38.6,339,6.44,441,,,,
1299,2015-06-17T23:55:50+0100,38.8,325,6.52,441,,,,
1300,2015-06-18T00:10:50+0100,39.1,307,6.63,441,,,,
1301,2015-06-18T00:25:50+0100,39.1,356,6.33,441,,,,
1302,2015-06-18T00:40:50+0100,39.1,369,6.26,441,,,,
1303,2015-06-18T00:55:50+0100,39.1,368,6.26,441,,,,
1304,2015-06-18T01:10:50+0100,39.1,383,6.17,441,,,,
1305,2015-06-18T01:25:50+0100,39.1,370,6.25,441,,,,
1306,2015-06-18T01:40:50+0100,39.1,356,6.33,441,,,,
1307,2015-06-18T01:55:50+0100,39.1,344,6.41,441,,,,
1308,2015-06-18T02:10:50+0100,39.1,372,6.24,441,,,,
1309,2015-06-18T02:25:50+0100,39.1,363,6.29,441,,,,
1310,2015-06-18T02:40:50+0100,39.1,366,6.27,441,,,,
1311,2015-06-18T02:55:50+0100,39.1,372,6.24,441,,,,
1312,2015-06-18T03:10:50+0100,39.1,375,6.22,441,,,,
1313,2015-06-18T03:25:50+0100,39.1,377,6.21,441,,,,
1314,2015-06-18T03:40:50+0100,39.1,382,6.18,441,,,,
1315,2015-06-18T03:55:50+0100,39.1,384,6.17,441,,,,
1316,2015-06-18T04:10:50+0100,39.1,366,6.27,441,,,,
1317,2015-06-18T04:25:50+0100,39.1,354,6.35,441,,,,
1318,2015-06-18T04:40:50+0100,39.1,348,6.38,441,,,,
1319,2015-06-18T04:55:50+0100,39.1,344,6.41,441,,,,
1320,2015-06-18T05:10:50+0100,39.1,330,6.49,441,,,,
1321,2015-06-18T05:25:50+0100,39.1,330,6.49,441,,,,
1322,2015-06-18T05:40:50+0100,39.1,335,6.46,441,,,,
1323,2015-06-18T05:55:50+0100,39.1,327,6.51,441,,,,
1324,2015-06-18T06:10:50+0100,39.1,323,6.53,441,,,,
1325,2015-06-18T06:25:50+0100,39.4,321,6.54,441,,,,
1326,2015-06-18T06:40:50+0100,39.4,337,6.45,441,,,,
1327,2015-06-18T06:55:50+0100,39.4,334,6.47,441,,,,
1328,2015-06-18T07:10:50+0100,39.1,322,6.54,441,,,,
1329,2015-06-18T07:25:50+0100,39.1,310,6.61,441,,,,
1330,2015-06-18T07:40:50+0100,39.1,320,6.55,441,,,,
1331,2015-06-18T07:55:50+0100,39.1,332,6.48,441,,,,
1332,2015-06-18T08:10:50+0100,39.1,346,6.39,441,,,,
1333,2015-06-18T08:25:50+0100,39.1,347,6.39,441,,,,
1334,2015-06-18T08:40:50+0100,39.1,342,6.42,441,,,,
1335,2015-06-18T08:55:50+0100,39.1,345,6.4,441,,,,
1336,2015-06-18T09:10:50+0100,39.1,341,6.42,441,,,,
1337,2015-06-18T09:25:50+0100,39.1,336,6.45,441,,,,
1338,2015-06-18T09:40:50+0100,39.1,336,6.45,441,,,,
1339,2015-06-18T09:55:50+0100,39.1,331,6.48,441,,,,
1340,2015-06-18T10:10:50+0100,39.1,321,6.54,441,,,,
1341,2015-06-18T10:25:50+0100,39.4,329,6.5,441,,,,
1342,2015-06-18T10:40:50+0100,39.1,330,6.49,441,,,,
1343,2015-06-18T10:55:50+0100,39.1,329,6.5,441,,,,
1344,2015-06-18T11:10:50+0100,39.4,338,6.44,441,,,,
1345,2015-06-18T11:25:50+0100,39.4,331,6.48,441,,,,
1346,2015-06-18T11:40:50+0100,39.4,332,6.48,441,,,,
1347,2015-06-18T11:55:50+0100,39.4,334,6.47,441,,,,
1348,2015-06-18T12:10:50+0100,39.4,338,6.44,441,,,,
1349,2015-06-18T12:25:50+0100,38.3,329,6.5,441,,,,
1350,2015-06-18T12:40:50+0100,38.8,326,6.51,441,,,,
1351,2015-06-18T12:55:50+0100,39.1,320,6.55,441,,,,
1352,2015-06-18T13:10:50+0100,39.1,313,6.59,441,,,,
1353,2015-06-18T13:25:50+0100,39.1,332,6.48,441,,,,
1354,2015-06-18T13:40:50+0100,39.1,341,6.42,441,,,,
1355,2015-06-18T13:55:50+0100,39.4,335,6.46,441,,,,
1356,2015-06-18T14:10:50+0100,39.4,347,6.39,441,,,,
1357,2015-06-18T14:25:50+0100,35.8,339,6.44,441,,,,
1358,2015-06-18T14:40:50+0100,38.1,347,6.39,441,,,,
1359,2015-06-18T14:55:50+0100,38.6,332,6.48,441,,,,
1360,2015-06-18T15:10:50+0100,38.8,334,6.47,441,,,,
1361,2015-06-18T15:25:50+0100,38.8,342,6.42,441,,,,
1362,2015-06-18T15:40:50+0100,38.8,349,6.38,441,,,,
1363,2015-06-18T15:55:50+0100,38.8,353,6.35,441,,,,
1364,2015-06-18T16:10:50+0100,39.1,346,6.39,441,,,,
1365,2015-06-18T16:25:50+0100,39.1,346,6.39,441,,,,
1366,2015-06-18T16:40:50+0100,39.1,355,6.34,441,,,,
1367,2015-06-18T16:55:50+0100,39.1,345,6.4,441,,,,
1368,2015-06-18T17:10:50+0100,39.1,350,6.37,441,,,,
1369,2015-06-18T17:25:50+0100,39.1,345,6.4,441,,,,
1370,2015-06-18T17:40:50+0100,39.1,350,6.37,441,,,,
1371,2015-06-18T17:55:50+0100,39.4,346,6.39,441,,,,
1372,2015-06-18T18:10:50+0100,39.4,337,6.45,441,,,,
1373,2015-06-18T18:25:50+0100,39.4,340,6.43,441,,,,
1374,2015-06-18T18:40:50+0100,39.4,336,6.45,441,,,,
1375,2015-06-18T18:55:50+0100,39.4,338,6.44,441,,,,
1376,2015-06-18T19:10:50+0100,39.4,345,6.4,441,,,,
1377,2015-06-18T19:25:50+0100,39.4,346,6.39,441,,,,
1378,2015-06-18T19:40:50+0100,39.7,351,6.36,441,,,,
1379,2015-06-18T19:55:50+0100,36.1,356,6.33,441,,,,
1380,2015-06-18T20:10:50+0100,38.1,351,6.36,441,,,,
1381,2015-06-18T20:25:50+0100,38.6,347,6.39,441,,,,
1382,2015-06-18T20:40:50+0100,38.8,317,6.57,441,,,,
1383,2015-06-18T20:55:50+0100,39.1,316,6.57,441,,,,
1384,2015-06-18T21:10:50+0100,39.1,333,6.47,441,,,,
1385,2015-06-18T21:25:50+0100,39.4,352,6.36,441,,,,
1386,2015-06-18T21:40:50+0100,39.4,340,6.43,441,,,,
1387,2015-06-18T21:55:50+0100,39.4,345,6.4,441,,,,
1388,2015-06-18T22:10:50+0100,39.4,333,6.47,441,,,,
1389,2015-06-18T22:25:50+0100,39.4,340,6.43,441,,,,
1390,2015-06-18T22:40:50+0100,39.4,333,6.47,441,,,,
1391,2015-06-18T22:55:50+0100,39.4,349,6.38,441,,,,
1392,2015-06-18T23:10:50+0100,39.4,355,6.34,441,,,,
1393,2015-06-18T23:25:50+0100,36.8,349,6.38,441,,,,
1394,2015-06-18T23:40:50+0100,37.8,342,6.42,441,,,,
1395,2015-06-18T23:55:50+0100,38.6,341,6.42,441,,,,
1396,2015-06-19T00:10:50+0100,38.8,316,6.57,441,,,,
1397,2015-06-19T00:25:50+0100,38.8,326,6.51,441,,,,
1398,2015-06-19T00:40:50+0100,38.8,337,6.45,441,,,,
1399,2015-06-19T00:55:50+0100,39.1,333,6.47,441,,,,
1400,2015-06-19T01:10:50+0100,39.1,329,6.5,441,,,,
1401,2015-06-19T01:25:50+0100,39.1,321,6.54,441,,,,
1402,2015-06-19T01:40:50+0100,39.1,325,6.52,441,,,,
1403,2015-06-19T01:55:50+0100,39.1,317,6.57,441,,,,
1404,2015-06-19T02:10:50+0100,39.1,314,6.59,441,,,,
1405,2015-06-19T02:25:50+0100,39.4,336,6.45,441,,,,
1406,2015-06-19T02:40:50+0100,39.1,362,6.3,441,,,,
1407,2015-06-19T02:55:50+0100,39.1,368,6.26,441,,,,
1408,2015-06-19T03:10:50+0100,39.1,368,6.26,441,,,,
1409,2015-06-19T03:25:50+0100,39.1,370,6.25,441,,,,
1410,2015-06-19T03:40:50+0100,39.4,363,6.29,441,,,,
1411,2015-06-19T03:55:50+0100,39.4,370,6.25,441,,,,
1412,2015-06-19T04:10:50+0100,39.4,367,6.27,441,,,,
1413,2015-06-19T04:25:50+0100,39.4,373,6.23,441,,,,
1414,2015-06-19T04:40:50+0100,39.4,378,6.2,441,,,,
1415,2015-06-19T04:55:50+0100,39.4,368,6.26,441,,,,
1416,2015-06-19T05:10:50+0100,39.4,356,6.33,441,,,,
1417,2015-06-19T05:25:50+0100,39.4,348,6.38,441,,,,
1418,2015-06-19T05:40:50+0100,39.4,338,6.44,441,,,,
1419,2015-06-19T05:55:50+0100,39.4,320,6.55,441,,,,
1420,2015-06-19T06:10:50+0100,39.4,315,6.58,441,,,,
1421,2015-06-19T06:25:50+0100,39.4,312,6.6,441,,,,
1422,2015-06-19T06:40:50+0100,39.4,310,6.61,441,,,,
1423,2015-06-19T06:55:50+0100,39.4,311,6.6,441,,,,
1424,2015-06-19T07:10:50+0100,39.4,327,6.51,441,,,,
1425,2015-06-19T07:25:50+0100,39.4,321,6.54,441,,,,
1426,2015-06-19T07:40:50+0100,39.4,342,6.42,441,,,,
1427,2015-06-19T07:55:50+0100,39.4,349,6.38,441,,,,
1428,2015-06-19T08:10:50+0100,39.4,341,6.42,441,,,,
1429,2015-06-19T08:25:50+0100,39.4,332,6.48,441,,,,
1430,2015-06-19T08:40:50+0100,39.4,334,6.47,441,,,,
1431,2015-06-19T08:55:50+0100,39.4,331,6.48,441,,,,
1432,2015-06-19T09:10:50+0100,39.4,328,6.5,441,,,,
1433,2015-06-19T09:25:50+0100,39.4,322,6.54,441,,,,
1434,2015-06-19T09:40:50+0100,39.4,322,6.54,441,,,,
1435,2015-06-19T09:55:50+0100,39.1,324,6.53,441,,,,
1436,2015-06-19T10:10:50+0100,39.1,328,6.5,441,,,,
1437,2015-06-19T10:25:50+0100,39.1,338,6.44,441,,,,
1438,2015-06-19T10:40:50+0100,39.1,335,6.46,441,,,,
1439,2015-06-19T10:55:50+0100,39.1,332,6.48,441,,,,
1440,2015-06-19T11:10:50+0100,39.4,338,6.44,441,,,,
1441,2015-06-19T11:25:50+0100,39.4,329,6.5,441,,,,
1442,2015-06-19T11:40:50+0100,39.4,326,6.51,441,,,,
1443,2015-06-19T11:55:50+0100,35.4,332,6.48,441,,,,
1444,2015-06-19T12:10:50+0100,37.3,336,6.45,441,,,,
1445,2015-06-19T12:25:50+0100,38.1,337,6.45,441,,,,
1446,2015-06-19T12:40:50+0100,38.3,341,6.42,441,,,,
1447,2015-06-19T12:55:50+0100,38.6,344,6.41,441,,,,
1448,2015-06-19T13:10:50+0100,38.8,331,6.48,441,,,,
1449,2015-06-19T13:25:50+0100,38.8,330,6.49,441,,,,
1450,2015-06-19T13:40:50+0100,39.1,332,6.48,441,,,,
1451,2015-06-19T13:55:50+0100,37.3,340,6.43,441,,,,
1452,2015-06-19T14:10:50+0100,38.3,337,6.45,441,,,,
1453,2015-06-19T14:25:50+0100,38.6,324,6.53,441,,,,
1454,2015-06-19T14:40:50+0100,38.8,312,6.6,441,,,,
1455,2015-06-19T14:55:50+0100,38.8,308,6.62,441,,,,
1456,2015-06-19T15:10:50+0100,38.8,311,6.6,441,,,,
1457,2015-06-19T15:25:50+0100,38.8,308,6.62,441,,,,
1458,2015-06-19T15:40:50+0100,39.1,300,6.67,441,,,,
1459,2015-06-19T15:55:50+0100,39.1,321,6.54,441,,,,
1460,2015-06-19T16:10:50+0100,39.1,334,6.47,441,,,,
1461,2015-06-19T16:25:50+0100,39.4,327,6.51,441,,,,
1462,2015-06-19T16:40:50+0100,39.4,323,6.53,441,,,,
1463,2015-06-19T16:55:50+0100,39.4,325,6.52,441,,,,
1464,2015-06-19T17:10:50+0100,39.4,317,6.57,441,,,,
1465,2015-06-19T17:25:50+0100,37.5,321,6.54,441,,,,
1466,2015-06-19T17:40:50+0100,38.3,332,6.48,441,,,,
1467,2015-06-19T17:55:50+0100,38.8,321,6.54,441,,,,
1468,2015-06-19T18:10:50+0100,39.1,332,6.48,441,,,,
1469,2015-06-19T18:25:50+0100,39.1,337,6.45,441,,,,
1470,2015-06-19T18:40:50+0100,39.4,326,6.51,441,,,,
1471,2015-06-19T18:55:50+0100,39.4,329,6.5,441,,,,
1472,2015-06-19T19:10:50+0100,39.4,326,6.51,441,,,,
1473,2015-06-19T19:25:50+0100,39.4,328,6.5,441,,,,
1474,2015-06-19T19:40:50+0100,39.4,337,6.45,441,,,,
1475,2015-06-19T19:55:50+0100,39.4,328,6.5,441,,,,
1476,2015-06-19T20:10:50+0100,39.4,341,6.42,441,,,,
1477,2015-06-19T20:25:50+0100,39.4,353,6.35,441,,,,
1478,2015-06-19T20:40:50+0100,39.4,342,6.42,441,,,,
1479,2015-06-19T20:55:50+0100,39.4,344,6.41,441,,,,
1480,2015-06-19T21:10:50+0100,39.7,342,6.42,441,,,,
1481,2015-06-19T21:25:50+0100,39.7,329,6.5,441,,,,
1482,2015-06-19T21:40:50+0100,39.7,335,6.46,441,,,,
1483,2015-06-19T21:55:50+0100,39.7,338,6.44,441,,,,
1484,2015-06-19T22:10:50+0100,39.7,336,6.45,441,,,,
1485,2015-06-19T22:25:50+0100,39.7,334,6.47,441,,,,
1486,2015-06-19T22:40:50+0100,39.7,327,6.51,441,,,,
1487,2015-06-19T22:55:50+0100,36.3,341,6.42,441,,,,
1488,2015-06-19T23:10:50+0100,38.1,336,6.45,441,,,,
1489,2015-06-19T23:25:50+0100,38.6,338,6.44,441,,,,
1490,2015-06-19T23:40:50+0100,38.8,336,6.45,441,,,,
1491,2015-06-19T23:55:50+0100,38.8,345,6.4,441,,,,
1492,2015-06-20T00:10:50+0100,39.1,341,6.42,441,,,,
1493,2015-06-20T00:25:50+0100,38.6,334,6.47,441,,,,
1494,2015-06-20T00:40:50+0100,38.1,326,6.51,441,,,,
1495,2015-06-20T00:55:50+0100,38.8,328,6.5,441,,,,
1496,2015-06-20T01:10:50+0100,39.1,340,6.43,441,,,,
1497,2015-06-20T01:25:50+0100,39.1,344,6.41,441,,,,
1498,2015-06-20T01:40:50+0100,39.4,342,6.42,441,,,,
1499,2015-06-20T01:55:50+0100,39.1,337,6.45,441,,,,
1500,2015-06-20T02:10:50+0100,39.1,324,6.53,441,,,,
1501,2015-06-20T02:25:50+0100,39.1,321,6.54,441,,,,
1502,2015-06-20T02:40:50+0100,39.1,320,6.55,441,,,,
1503,2015-06-20T02:55:50+0100,39.1,333,6.47,441,,,,
1504,2015-06-20T03:10:50+0100,39.1,340,6.43,441,,,,
1505,2015-06-20T03:25:50+0100,39.1,338,6.44,441,,,,
1506,2015-06-20T03:40:50+0100,39.1,341,6.42,441,,,,
1507,2015-06-20T03:55:50+0100,39.1,343,6.41,441,,,,
1508,2015-06-20T04:10:50+0100,39.4,347,6.39,441,,,,
1509,2015-06-20T04:25:50+0100,39.4,353,6.35,441,,,,
1510,2015-06-20T04:40:50+0100,39.1,358,6.32,441,,,,
1511,2015-06-20T04:55:50+0100,39.4,362,6.3,441,,,,
1512,2015-06-20T05:10:50+0100,39.1,364,6.29,441,,,,
1513,2015-06-20T05:25:50+0100,39.4,366,6.27,441,,,,
1514,2015-06-20T05:40:50+0100,39.1,367,6.27,441,,,,
1515,2015-06-20T05:55:50+0100,39.4,364,6.29,441,,,,
1516,2015-06-20T06:10:50+0100,39.4,352,6.36,441,,,,
1517,2015-06-20T06:25:50+0100,39.4,356,6.33,441,,,,
1518,2015-06-20T06:40:50+0100,39.4,316,6.57,441,,,,
1519,2015-06-20T06:55:50+0100,39.4,315,6.58,441,,,,
1520,2015-06-20T07:10:50+0100,39.4,311,6.6,441,,,,
1521,2015-06-20T07:25:50+0100,39.4,305,6.64,441,,,,
1522,2015-06-20T07:40:50+0100,39.4,301,6.66,441,,,,
1523,2015-06-20T07:55:50+0100,39.4,321,6.54,441,,,,
1524,2015-06-20T08:10:50+0100,39.4,339,6.44,441,,,,
1525,2015-06-20T08:25:50+0100,39.4,332,6.48,441,,,,
1526,2015-06-20T08:40:50+0100,39.1,321,6.54,441,,,,
1527,2015-06-20T08:55:50+0100,39.1,315,6.58,441,,,,
1528,2015-06-20T09:10:50+0100,39.4,334,6.47,441,,,,
1529,2015-06-20T09:25:50+0100,39.4,331,6.48,441,,,,
1530,2015-06-20T09:40:50+0100,39.4,328,6.5,441,,,,
1531,2015-06-20T09:55:50+0100,39.4,330,6.49,441,,,,
1532,2015-06-20T10:10:50+0100,39.4,328,6.5,441,,,,
1533,2015-06-20T10:25:50+0100,39.4,327,6.51,441,,,,
1534,2015-06-20T10:40:50+0100,39.4,319,6.56,441,,,,
1535,2015-06-20T10:55:50+0100,39.4,312,6.6,441,,,,
1536,2015-06-20T11:10:50+0100,36.3,314,6.59,441,,,,
1537,2015-06-20T11:25:50+0100,38.1,310,6.61,441,,,,
1538,2015-06-20T11:40:50+0100,38.6,315,6.58,441,,,,
1539,2015-06-20T11:55:50+0100,38.8,322,6.54,441,,,,
1540,2015-06-20T12:10:50+0100,36.8,310,6.61,441,,,,
1541,2015-06-20T12:25:50+0100,38.1,317,6.57,441,,,,
1542,2015-06-20T12:40:50+0100,38.3,324,6.53,441,,,,
1543,2015-06-20T12:55:50+0100,38.6,310,6.61,441,,,,
1544,2015-06-20T13:10:50+0100,38.8,301,6.66,441,,,,
1545,2015-06-20T13:25:50+0100,38.8,299,6.68,441,,,,
1546,2015-06-20T13:40:50+0100,38.8,308,6.62,441,,,,
1547,2015-06-20T13:55:50+0100,38.8,326,6.51,441,,,,
1548,2015-06-20T14:10:50+0100,38.8,325,6.52,441,,,,
1549,2015-06-20T14:25:50+0100,39.1,321,6.54,441,,,,
1550,2015-06-20T14:40:50+0100,39.1,316,6.57,441,,,,
1551,2015-06-20T14:55:50+0100,39.1,322,6.54,441,,,,
1552,2015-06-20T15:10:50+0100,39.1,315,6.58,441,,,,
1553,2015-06-20T15:25:50+0100,39.1,325,6.52,441,,,,
1554,2015-06-20T15:40:50+0100,39.1,330,6.49,441,,,,
1555,2015-06-20T15:55:50+0100,39.1,331,6.48,441,,,,
1556,2015-06-20T16:10:50+0100,39.1,330,6.49,441,,,,
1557,2015-06-20T16:25:50+0100,39.1,330,6.49,441,,,,
1558,2015-06-20T16:40:50+0100,39.1,326,6.51,441,,,,
1559,2015-06-20T16:55:50+0100,39.1,316,6.57,441,,,,
1560,2015-06-20T17:10:50+0100,39.1,315,6.58,441,,,,
1561,2015-06-20T17:25:50+0100,39.1,309,6.62,441,,,,
1562,2015-06-20T17:40:50+0100,39.1,312,6.6,441,,,,
1563,2015-06-20T17:55:50+0100,39.1,316,6.57,441,,,,
1564,2015-06-20T18:10:50+0100,39.4,313,6.59,441,,,,
1565,2015-06-20T18:25:50+0100,39.4,323,6.53,441,,,,
1566,2015-06-20T18:40:50+0100,39.4,324,6.53,441,,,,
1567,2015-06-20T18:55:50+0100,39.4,314,6.59,441,,,,
1568,2015-06-20T19:10:50+0100,39.4,308,6.62,441,,,,
1569,2015-06-20T19:25:50+0100,39.4,318,6.56,441,,,,
1570,2015-06-20T19:40:50+0100,39.4,322,6.54,441,,,,
1571,2015-06-20T19:55:50+0100,36.5,336,6.45,441,,,,
1572,2015-06-20T20:10:50+0100,38.1,325,6.52,441,,,,
1573,2015-06-20T20:25:50+0100,38.6,333,6.47,441,,,,
1574,2015-06-20T20:40:50+0100,38.8,333,6.47,441,,,,
1575,2015-06-20T20:55:50+0100,39.1,328,6.5,441,,,,
1576,2015-06-20T21:10:50+0100,39.1,306,6.63,441,,,,
1577,2015-06-20T21:25:50+0100,39.4,322,6.54,441,,,,
1578,2015-06-20T21:40:50+0100,38.3,330,6.49,441,,,,
1579,2015-06-20T21:55:50+0100,37.5,342,6.42,441,,,,
1580,2015-06-20T22:10:50+0100,38.3,337,6.45,441,,,,
1581,2015-06-20T22:25:50+0100,38.6,339,6.44,441,,,,
1582,2015-06-20T22:40:50+0100,38.8,341,6.42,441,,,,
1583,2015-06-20T22:55:50+0100,39.1,331,6.48,441,,,,
1584,2015-06-20T23:10:50+0100,39.1,313,6.59,441,,,,
1585,2015-06-20T23:25:50+0100,39.4,340,6.43,441,,,,
1586,2015-06-20T23:40:50+0100,39.4,345,6.4,441,,,,
1587,2015-06-20T23:55:50+0100,39.1,347,6.39,441,,,,
1588,2015-06-21T00:10:50+0100,38.1,346,6.39,441,,,,
1589,2015-06-21T00:25:50+0100,38.8,346,6.39,441,,,,
1590,2015-06-21T00:40:50+0100,39.1,339,6.44,441,,,,
1591,2015-06-21T00:55:50+0100,39.1,328,6.5,441,,,,
1592,2015-06-21T01:10:50+0100,39.1,314,6.59,441,,,,
1593,2015-06-21T01:25:50+0100,39.1,320,6.55,441,,,,
1594,2015-06-21T01:40:50+0100,39.4,331,6.48,441,,,,
1595,2015-06-21T01:55:50+0100,39.1,332,6.48,441,,,,
1596,2015-06-21T02:10:50+0100,39.4,330,6.49,441,,,,
1597,2015-06-21T02:25:50+0100,39.4,329,6.5,441,,,,
1598,2015-06-21T02:40:50+0100,39.4,332,6.48,441,,,,
1599,2015-06-21T02:55:50+0100,39.4,336,6.45,441,,,,
1600,2015-06-21T03:10:50+0100,39.4,339,6.44,441,,,,
1601,2015-06-21T03:25:50+0100,39.4,335,6.46,441,,,,
1602,2015-06-21T03:40:50+0100,39.4,339,6.44,441,,,,
1603,2015-06-21T03:55:50+0100,39.4,337,6.45,441,,,,
1604,2015-06-21T04:10:50+0100,39.4,320,6.55,441,,,,
1605,2015-06-21T04:25:50+0100,39.4,311,6.6,441,,,,
1606,2015-06-21T04:40:50+0100,39.4,302,6.66,441,,,,
1607,2015-06-21T04:55:50+0100,39.4,298,6.68,441,,,,
1608,2015-06-21T05:10:50+0100,39.4,298,6.68,441,,,,
1609,2015-06-21T05:25:50+0100,39.4,308,6.62,441,,,,
1610,2015-06-21T05:40:50+0100,39.4,301,6.66,441,,,,
1611,2015-06-21T05:55:50+0100,39.4,299,6.68,441,,,,
1612,2015-06-21T06:10:50+0100,39.4,302,6.66,441,,,,
1613,2015-06-21T06:25:50+0100,39.4,314,6.59,441,,,,
1614,2015-06-21T06:40:50+0100,39.4,329,6.5,441,,,,
1615,2015-06-21T06:55:50+0100,39.4,326,6.51,441,,,,
1616,2015-06-21T07:10:50+0100,39.4,315,6.58,441,,,,
1617,2015-06-21T07:25:50+0100,39.4,324,6.53,441,,,,
1618,2015-06-21T07:40:50+0100,39.4,315,6.58,441,,,,
1619,2015-06-21T07:55:50+0100,39.1,310,6.61,441,,,,
1620,2015-06-21T08:10:50+0100,39.4,320,6.55,441,,,,
1621,2015-06-21T08:25:50+0100,39.4,327,6.51,441,,,,
1622,2015-06-21T08:40:50+0100,39.1,324,6.53,441,,,,
1623,2015-06-21T08:55:50+0100,39.1,320,6.55,441,,,,
1624,2015-06-21T09:10:50+0100,39.1,330,6.49,441,,,,
1625,2015-06-21T09:25:50+0100,39.1,320,6.55,441,,,,
1626,2015-06-21T09:40:50+0100,39.1,320,6.55,441,,,,
1627,2015-06-21T09:55:50+0100,39.1,325,6.52,441,,,,
1628,2015-06-21T10:10:50+0100,39.1,319,6.56,441,,,,
1629,2015-06-21T10:25:50+0100,39.1,318,6.56,441,,,,
1630,2015-06-21T10:40:50+0100,39.4,310,6.61,441,,,,
1631,2015-06-21T10:55:50+0100,39.1,301,6.66,441,,,,
1632,2015-06-21T11:10:50+0100,39.1,286,6.75,441,,,,
1633,2015-06-21T11:25:50+0100,39.1,325,6.52,441,,,,
1634,2015-06-21T11:40:50+0100,39.1,317,6.57,441,,,,
1635,2015-06-21T11:55:50+0100,39.1,323,6.53,441,,,,
1636,2015-06-21T12:10:50+0100,36.8,318,6.56,441,,,,
1637,2015-06-21T12:25:50+0100,37.5,330,6.49,441,,,,
1638,2015-06-21T12:40:50+0100,38.1,336,6.45,441,,,,
1639,2015-06-21T12:55:50+0100,38.6,340,6.43,441,,,,
1640,2015-06-21T13:10:50+0100,38.6,322,6.54,441,,,,
1641,2015-06-21T13:25:50+0100,38.8,316,6.57,441,,,,
1642,2015-06-21T13:40:50+0100,38.8,320,6.55,441,,,,
1643,2015-06-21T13:55:50+0100,38.8,321,6.54,441,,,,
1644,2015-06-21T14:10:50+0100,38.8,327,6.51,441,,,,
1645,2015-06-21T14:25:50+0100,38.8,321,6.54,441,,,,
1646,2015-06-21T14:40:50+0100,38.8,331,6.48,441,,,,
1647,2015-06-21T14:55:50+0100,38.8,323,6.53,441,,,,
1648,2015-06-21T15:10:50+0100,36.1,340,6.43,441,,,,
1649,2015-06-21T15:25:50+0100,37.5,326,6.51,441,,,,
1650,2015-06-21T15:40:50+0100,38.1,331,6.48,441,,,,
1651,2015-06-21T15:55:50+0100,38.3,346,6.39,441,,,,
1652,2015-06-21T16:10:50+0100,38.6,344,6.41,441,,,,
1653,2015-06-21T16:25:50+0100,38.6,335,6.46,441,,,,
1654,2015-06-21T16:40:50+0100,38.8,335,6.46,441,,,,
1655,2015-06-21T16:55:50+0100,38.8,322,6.54,441,,,,
1656,2015-06-21T17:10:50+0100,38.3,332,6.48,441,,,,
1657,2015-06-21T17:25:50+0100,37.5,338,6.44,441,,,,
1658,2015-06-21T17:40:50+0100,38.3,319,6.56,441,,,,
1659,2015-06-21T17:55:50+0100,38.6,334,6.47,441,,,,
1660,2015-06-21T18:10:50+0100,38.8,328,6.5,441,,,,
1661,2015-06-21T18:25:50+0100,38.8,340,6.43,441,,,,
1662,2015-06-21T18:40:50+0100,38.8,357,6.33,441,,,,
1663,2015-06-21T18:55:50+0100,38.8,358,6.32,441,,,,
1664,2015-06-21T19:10:50+0100,39.1,351,6.36,441,,,,
1665,2015-06-21T19:25:50+0100,39.1,357,6.33,441,,,,
1666,2015-06-21T19:40:50+0100,39.4,355,6.34,441,,,,
1667,2015-06-21T19:55:50+0100,39.4,341,6.42,441,,,,
1668,2015-06-21T20:10:50+0100,39.4,332,6.48,441,,,,
1669,2015-06-21T20:25:50+0100,39.4,329,6.5,441,,,,
1670,2015-06-21T20:40:50+0100,39.4,337,6.45,441,,,,
1671,2015-06-21T20:55:50+0100,39.4,346,6.39,441,,,,
1672,2015-06-21T21:10:50+0100,39.4,347,6.39,441,,,,
1673,2015-06-21T21:25:50+0100,39.7,346,6.39,441,,,,
1674,2015-06-21T21:40:50+0100,39.7,350,6.37,441,,,,
