Serial Number:,,X002, pH Calibration (LOW):,,745, pH Calibration (HIGH):,,245,
Sample Number,Logged At,Temperature (Celcius),raw pH (ADC),Calibrated pH,Session,Retrieved from bolus at,RSSI (dBm),url,flags
2516,2015-06-30T16:10:50+0100,39.4,294,6.71,441,,,,
2517,2015-06-30T16:25:50+0100,39.4,299,6.68,441,,,,
2518,2015-06-30T16:40:50+0100,39.7,299,6.68,441,,,,
2519,2015-06-30T16:55:50+0100,39.7,302,6.66,441,,,,
2520,2015-06-30T17:10:50+0100,39.7,307,6.63,441,,,,
2521,2015-06-30T17:25:50+0100,39.7,316,6.57,441,,,,
2522,2015-06-30T17:40:50+0100,31.9,342,6.42,441,,,,
2523,2015-06-30T17:55:50+0100,36.5,334,6.47,441,,,,
2524,2015-06-30T18:10:50+0100,37.5,333,6.47,441,,,,
2525,2015-06-30T18:25:50+0100,38.1,332,6.48,441,,,,
2526,2015-06-30T18:40:50+0100,38.3,327,6.51,441,,,,
2527,2015-06-30T18:55:50+0100,38.6,329,6.5,441,,,,
2528,2015-06-30T19:10:50+0100,38.8,335,6.46,441,,,,
2529,2015-06-30T19:25:50+0100,39.1,344,6.41,441,,,,
2530,2015-06-30T19:40:50+0100,39.4,348,6.38,441,,,,
2531,2015-06-30T19:55:50+0100,35.8,360,6.31,441,,,,
2532,2015-06-30T20:10:50+0100,37.8,345,6.4,441,,,,
2533,2015-06-30T20:25:50+0100,38.3,330,6.49,441,,,,
2534,2015-06-30T20:40:50+0100,38.6,349,6.38,441,,,,
2535,2015-06-30T20:55:50+0100,38.8,357,6.33,441,,,,
2536,2015-06-30T21:10:50+0100,36.3,356,6.33,441,,,,
2537,2015-06-30T21:25:50+0100,38.1,360,6.31,441,,,,
2538,2015-06-30T21:40:50+0100,38.6,359,6.32,441,,,,
2539,2015-06-30T21:55:50+0100,38.6,366,6.27,441,,,,
2540,2015-06-30T22:10:50+0100,38.8,364,6.29,441,,,,
2541,2015-06-30T22:25:50+0100,39.1,366,6.27,441,,,,
2542,2015-06-30T22:40:50+0100,39.1,356,6.33,441,,,,
2543,2015-06-30T22:55:50+0100,39.1,357,6.33,441,,,,
2544,2015-06-30T23:10:50+0100,39.1,366,6.27,441,,,,
2545,2015-06-30T23:25:50+0100,39.1,364,6.29,441,,,,
2546,2015-06-30T23:40:50+0100,39.1,361,6.3,441,,,,
2547,2015-06-30T23:55:50+0100,39.4,348,6.38,441,,,,
2548,2015-07-01T00:10:50+0100,39.1,367,6.27,441,,,,
2549,2015-07-01T00:25:50+0100,39.4,377,6.21,441,,,,
2550,2015-07-01T00:40:50+0100,39.4,369,6.26,441,,,,
2551,2015-07-01T00:55:50+0100,39.4,364,6.29,441,,,,
2552,2015-07-01T01:10:50+0100,39.4,355,6.34,441,,,,
2553,2015-07-01T01:25:50+0100,39.4,356,6.33,441,,,,
2554,2015-07-01T01:40:50+0100,39.4,361,6.3,441,,,,
2555,2015-07-01T01:55:50+0100,39.4,366,6.27,441,,,,
2556,2015-07-01T02:10:50+0100,39.4,374,6.23,441,,,,
2557,2015-07-01T02:25:50+0100,39.4,356,6.33,441,,,,
2558,2015-07-01T02:40:50+0100,39.4,370,6.25,441,,,,
2559,2015-07-01T02:55:50+0100,39.4,373,6.23,441,,,,
2560,2015-07-01T03:10:50+0100,39.4,371,6.24,441,,,,
2561,2015-07-01T03:25:50+0100,39.4,362,6.3,441,,,,
2562,2015-07-01T03:40:50+0100,39.4,355,6.34,441,,,,
2563,2015-07-01T03:55:50+0100,39.4,360,6.31,441,,,,
2564,2015-07-01T04:10:50+0100,39.4,364,6.29,441,,,,
2565,2015-07-01T04:25:50+0100,39.4,368,6.26,441,,,,
2566,2015-07-01T04:40:50+0100,39.4,363,6.29,441,,,,
2567,2015-07-01T04:55:50+0100,39.4,360,6.31,441,,,,
2568,2015-07-01T05:10:50+0100,39.7,358,6.32,441,,,,
2569,2015-07-01T05:25:50+0100,39.4,361,6.3,441,,,,
2570,2015-07-01T05:40:50+0100,39.4,346,6.39,441,,,,
2571,2015-07-01T05:55:50+0100,39.4,354,6.35,441,,,,
2572,2015-07-01T06:10:50+0100,39.4,343,6.41,441,,,,
2573,2015-07-01T06:25:50+0100,39.4,352,6.36,441,,,,
2574,2015-07-01T06:40:50+0100,39.4,342,6.42,441,,,,
2575,2015-07-01T06:55:50+0100,39.4,335,6.46,441,,,,
2576,2015-07-01T07:10:50+0100,39.7,331,6.48,441,,,,
2577,2015-07-01T07:25:50+0100,39.7,341,6.42,441,,,,
2578,2015-07-01T07:40:50+0100,39.7,344,6.41,441,,,,
2579,2015-07-01T07:55:50+0100,39.4,334,6.47,441,,,,
2580,2015-07-01T08:10:50+0100,39.7,358,6.32,441,,,,
2581,2015-07-01T08:25:50+0100,39.4,360,6.31,441,,,,
2582,2015-07-01T08:40:50+0100,39.4,345,6.4,441,,,,
2583,2015-07-01T08:55:50+0100,37.5,362,6.3,441,,,,
2584,2015-07-01T09:10:50+0100,38.3,364,6.29,441,,,,
2585,2015-07-01T09:25:50+0100,38.8,358,6.32,441,,,,
2586,2015-07-01T09:40:50+0100,38.8,348,6.38,441,,,,
2587,2015-07-01T09:55:50+0100,38.8,344,6.41,441,,,,
2588,2015-07-01T10:10:50+0100,39.1,341,6.42,441,,,,
2589,2015-07-01T10:25:50+0100,39.1,348,6.38,441,,,,
2590,2015-07-01T10:40:50+0100,39.1,359,6.32,441,,,,
2591,2015-07-01T10:55:50+0100,39.1,361,6.3,441,,,,
2592,2015-07-01T11:10:50+0100,39.1,367,6.27,441,,,,
2593,2015-07-01T11:25:50+0100,39.1,361,6.3,441,,,,
2594,2015-07-01T11:40:50+0100,39.1,346,6.39,441,,,,
2595,2015-07-01T11:55:50+0100,39.1,348,6.38,441,,,,
2596,2015-07-01T12:10:50+0100,39.4,364,6.29,441,,,,
2597,2015-07-01T12:25:50+0100,39.4,359,6.32,441,,,,
2598,2015-07-01T12:40:50+0100,39.4,362,6.3,441,,,,
2599,2015-07-01T12:55:50+0100,36.3,366,6.27,441,,,,
2600,2015-07-01T13:10:50+0100,38.3,365,6.28,441,,,,
2601,2015-07-01T13:25:50+0100,38.6,374,6.23,441,,,,
2602,2015-07-01T13:40:50+0100,38.8,379,6.2,441,,,,
2603,2015-07-01T13:55:50+0100,39.1,381,6.18,441,,,,
2604,2015-07-01T14:10:50+0100,36.5,389,6.14,441,,,,
2605,2015-07-01T14:25:50+0100,38.3,368,6.26,441,,,,
2606,2015-07-01T14:40:50+0100,38.8,372,6.24,441,,,,
2607,2015-07-01T14:55:50+0100,38.8,369,6.26,441,,,,
2608,2015-07-01T15:10:50+0100,39.1,358,6.32,441,,,,
2609,2015-07-01T15:25:50+0100,39.1,350,6.37,441,,,,
2610,2015-07-01T15:40:50+0100,39.4,349,6.38,441,,,,
2611,2015-07-01T15:55:50+0100,39.4,346,6.39,441,,,,
2612,2015-07-01T16:10:50+0100,39.4,346,6.39,441,,,,
2613,2015-07-01T16:25:50+0100,39.4,373,6.23,441,,,,
2614,2015-07-01T16:40:50+0100,39.4,372,6.24,441,,,,
2615,2015-07-01T16:55:50+0100,39.4,368,6.26,441,,,,
2616,2015-07-01T17:10:50+0100,39.4,375,6.22,441,,,,
2617,2015-07-01T17:25:50+0100,39.4,372,6.24,441,,,,
2618,2015-07-01T17:40:50+0100,36.5,374,6.23,441,,,,
2619,2015-07-01T17:55:50+0100,38.6,379,6.2,441,,,,
2620,2015-07-01T18:10:50+0100,38.6,374,6.23,441,,,,
2621,2015-07-01T18:25:50+0100,38.8,374,6.23,441,,,,
2622,2015-07-01T18:40:50+0100,39.1,358,6.32,441,,,,
2623,2015-07-01T18:55:50+0100,39.1,375,6.22,441,,,,
2624,2015-07-01T19:10:50+0100,39.1,371,6.24,441,,,,
2625,2015-07-01T19:25:50+0100,39.1,361,6.3,441,,,,
2626,2015-07-01T19:40:50+0100,39.4,361,6.3,441,,,,
2627,2015-07-01T19:55:50+0100,39.4,356,6.33,441,,,,
2628,2015-07-01T20:10:50+0100,39.4,350,6.37,441,,,,
2629,2015-07-01T20:25:50+0100,39.7,358,6.32,441,,,,
2630,2015-07-01T20:40:50+0100,39.7,369,6.26,441,,,,
2631,2015-07-01T20:55:50+0100,39.7,364,6.29,441,,,,
2632,2015-07-01T21:10:50+0100,39.7,385,6.16,441,,,,
2633,2015-07-01T21:25:50+0100,39.7,391,6.12,441,,,,
2634,2015-07-01T21:40:50+0100,39.7,384,6.17,441,,,,
2635,2015-07-01T21:55:50+0100,38.3,387,6.15,441,,,,
2636,2015-07-01T22:10:50+0100,39.1,384,6.17,441,,,,
2637,2015-07-01T22:25:50+0100,39.1,388,6.14,441,,,,
2638,2015-07-01T22:40:50+0100,39.1,393,6.11,441,,,,
2639,2015-07-01T22:55:50+0100,39.4,387,6.15,441,,,,
2640,2015-07-01T23:10:50+0100,39.4,384,6.17,441,,,,
2641,2015-07-01T23:25:50+0100,39.4,382,6.18,441,,,,
2642,2015-07-01T23:40:50+0100,38.8,386,6.15,441,,,,
2643,2015-07-01T23:55:50+0100,39.1,385,6.16,441,,,,
2644,2015-07-02T00:10:50+0100,39.4,387,6.15,441,,,,
2645,2015-07-02T00:25:50+0100,39.4,387,6.15,441,,,,
2646,2015-07-02T00:40:50+0100,39.4,379,6.2,441,,,,
2647,2015-07-02T00:55:50+0100,39.4,376,6.21,441,,,,
2648,2015-07-02T01:10:50+0100,39.4,370,6.25,441,,,,
2649,2015-07-02T01:25:50+0100,39.4,366,6.27,441,,,,
2650,2015-07-02T01:40:50+0100,39.4,366,6.27,441,,,,
2651,2015-07-02T01:55:50+0100,39.7,363,6.29,441,,,,
2652,2015-07-02T02:10:50+0100,39.7,357,6.33,441,,,,
2653,2015-07-02T02:25:50+0100,39.7,354,6.35,441,,,,
2654,2015-07-02T02:40:50+0100,39.7,348,6.38,441,,,,
2655,2015-07-02T02:55:50+0100,39.7,347,6.39,441,,,,
2656,2015-07-02T03:10:50+0100,39.7,339,6.44,441,,,,
2657,2015-07-02T03:25:50+0100,39.7,357,6.33,441,,,,
2658,2015-07-02T03:40:50+0100,39.4,353,6.35,441,,,,
2659,2015-07-02T03:55:50+0100,39.4,350,6.37,441,,,,
2660,2015-07-02T04:10:50+0100,39.4,347,6.39,441,,,,
2661,2015-07-02T04:25:50+0100,39.7,342,6.42,441,,,,
2662,2015-07-02T04:40:50+0100,39.7,340,6.43,441,,,,
2663,2015-07-02T04:55:50+0100,39.7,335,6.46,441,,,,
2664,2015-07-02T05:10:50+0100,39.7,326,6.51,441,,,,
2665,2015-07-02T05:25:50+0100,39.7,328,6.5,441,,,,
2666,2015-07-02T05:40:50+0100,39.7,347,6.39,441,,,,
2667,2015-07-02T05:55:50+0100,39.7,337,6.45,441,,,,
2668,2015-07-02T06:10:50+0100,39.4,333,6.47,441,,,,
2669,2015-07-02T06:25:50+0100,39.4,342,6.42,441,,,,
2670,2015-07-02T06:40:50+0100,39.7,350,6.37,441,,,,
2671,2015-07-02T06:55:50+0100,39.7,370,6.25,441,,,,
2672,2015-07-02T07:10:50+0100,39.7,373,6.23,441,,,,
2673,2015-07-02T07:25:50+0100,39.7,360,6.31,441,,,,
2674,2015-07-02T07:40:50+0100,39.7,358,6.32,441,,,,
2675,2015-07-02T07:55:50+0100,39.7,363,6.29,441,,,,
2676,2015-07-02T08:10:50+0100,39.7,369,6.26,441,,,,
2677,2015-07-02T08:25:50+0100,39.7,366,6.27,441,,,,
2678,2015-07-02T08:40:50+0100,39.4,365,6.28,441,,,,
2679,2015-07-02T08:55:50+0100,39.4,376,6.21,441,,,,
2680,2015-07-02T09:10:50+0100,38.3,375,6.22,441,,,,
2681,2015-07-02T09:25:50+0100,38.3,379,6.2,441,,,,
2682,2015-07-02T09:40:50+0100,38.8,377,6.21,441,,,,
2683,2015-07-02T09:55:50+0100,38.8,370,6.25,441,,,,
2684,2015-07-02T10:10:50+0100,39.1,368,6.26,441,,,,
2685,2015-07-02T10:25:50+0100,39.1,365,6.28,441,,,,
2686,2015-07-02T10:40:50+0100,39.1,361,6.3,441,,,,
2687,2015-07-02T10:55:50+0100,39.1,359,6.32,441,,,,
2688,2015-07-02T11:10:50+0100,39.1,351,6.36,441,,,,
2689,2015-07-02T11:25:50+0100,39.1,341,6.42,441,,,,
2690,2015-07-02T11:40:50+0100,39.4,320,6.55,441,,,,
2691,2015-07-02T11:55:50+0100,39.4,311,6.6,441,,,,
2692,2015-07-02T12:10:50+0100,39.4,311,6.6,441,,,,
2693,2015-07-02T12:25:50+0100,39.4,331,6.48,441,,,,
2694,2015-07-02T12:40:50+0100,39.4,344,6.41,441,,,,
2695,2015-07-02T12:55:50+0100,39.1,352,6.36,441,,,,
2696,2015-07-02T13:10:50+0100,39.4,367,6.27,441,,,,
2697,2015-07-02T13:25:50+0100,39.4,368,6.26,441,,,,
2698,2015-07-02T13:40:50+0100,39.4,361,6.3,441,,,,
2699,2015-07-02T13:55:50+0100,39.4,367,6.27,441,,,,
2700,2015-07-02T14:10:50+0100,39.4,362,6.3,441,,,,
2701,2015-07-02T14:25:50+0100,39.4,361,6.3,441,,,,
2702,2015-07-02T14:40:50+0100,39.4,352,6.36,441,,,,
2703,2015-07-02T14:55:50+0100,39.4,342,6.42,441,,,,
2704,2015-07-02T15:10:50+0100,39.4,350,6.37,441,,,,
2705,2015-07-02T15:25:50+0100,39.4,359,6.32,441,,,,
2706,2015-07-02T15:40:50+0100,39.4,357,6.33,441,,,,
2707,2015-07-02T15:55:50+0100,39.4,360,6.31,441,,,,
2708,2015-07-02T16:10:50+0100,33.8,364,6.29,441,,,,
2709,2015-07-02T16:25:50+0100,37.3,375,6.22,441,,,,
2710,2015-07-02T16:40:50+0100,37.8,375,6.22,441,,,,
2711,2015-07-02T16:55:50+0100,38.3,364,6.29,441,,,,
2712,2015-07-02T17:10:50+0100,38.6,365,6.28,441,,,,
2713,2015-07-02T17:25:50+0100,38.8,348,6.38,441,,,,
2714,2015-07-02T17:40:50+0100,38.8,340,6.43,441,,,,
2715,2015-07-02T17:55:50+0100,38.8,362,6.3,441,,,,
2716,2015-07-02T18:10:50+0100,35.4,364,6.29,441,,,,
2717,2015-07-02T18:25:50+0100,37.8,376,6.21,441,,,,
2718,2015-07-02T18:40:50+0100,38.3,371,6.24,441,,,,
2719,2015-07-02T18:55:50+0100,38.6,356,6.33,441,,,,
2720,2015-07-02T19:10:50+0100,38.8,353,6.35,441,,,,
2721,2015-07-02T19:25:50+0100,38.8,353,6.35,441,,,,
2722,2015-07-02T19:40:50+0100,39.1,353,6.35,441,,,,
2723,2015-07-02T19:55:50+0100,39.1,358,6.32,441,,,,
2724,2015-07-02T20:10:50+0100,39.1,366,6.27,441,,,,
2725,2015-07-02T20:25:50+0100,39.1,363,6.29,441,,,,
2726,2015-07-02T20:40:50+0100,39.4,354,6.35,441,,,,
2727,2015-07-02T20:55:50+0100,39.4,362,6.3,441,,,,
2728,2015-07-02T21:10:50+0100,39.4,360,6.31,441,,,,
2729,2015-07-02T21:25:50+0100,39.4,355,6.34,441,,,,
2730,2015-07-02T21:40:50+0100,39.4,355,6.34,441,,,,
2731,2015-07-02T21:55:50+0100,39.4,363,6.29,441,,,,
2732,2015-07-02T22:10:50+0100,39.4,364,6.29,441,,,,
2733,2015-07-02T22:25:50+0100,39.4,364,6.29,441,,,,
2734,2015-07-02T22:40:50+0100,39.4,366,6.27,441,,,,
2735,2015-07-02T22:55:50+0100,39.4,357,6.33,441,,,,
2736,2015-07-02T23:10:50+0100,39.4,354,6.35,441,,,,
2737,2015-07-02T23:25:50+0100,39.4,359,6.32,441,,,,
2738,2015-07-02T23:40:50+0100,39.4,357,6.33,441,,,,
2739,2015-07-02T23:55:50+0100,39.4,360,6.31,441,,,,
2740,2015-07-03T00:10:50+0100,39.4,368,6.26,441,,,,
2741,2015-07-03T00:25:50+0100,39.4,366,6.27,441,,,,
2742,2015-07-03T00:40:50+0100,39.4,354,6.35,441,,,,
2743,2015-07-03T00:55:50+0100,39.4,351,6.36,441,,,,
2744,2015-07-03T01:10:50+0100,39.4,340,6.43,441,,,,
2745,2015-07-03T01:25:50+0100,39.4,345,6.4,441,,,,
2746,2015-07-03T01:40:50+0100,39.4,350,6.37,441,,,,
2747,2015-07-03T01:55:50+0100,39.7,350,6.37,441,,,,
2748,2015-07-03T02:10:50+0100,39.4,358,6.32,441,,,,
2749,2015-07-03T02:25:50+0100,39.4,360,6.31,441,,,,
2750,2015-07-03T02:40:50+0100,39.4,352,6.36,441,,,,
2751,2015-07-03T02:55:50+0100,39.4,353,6.35,441,,,,
2752,2015-07-03T03:10:50+0100,39.7,344,6.41,441,,,,
2753,2015-07-03T03:25:50+0100,39.7,340,6.43,441,,,,
2754,2015-07-03T03:40:50+0100,39.7,336,6.45,441,,,,
2755,2015-07-03T03:55:50+0100,39.7,331,6.48,441,,,,
2756,2015-07-03T04:10:50+0100,39.7,327,6.51,441,,,,
2757,2015-07-03T04:25:50+0100,39.7,326,6.51,441,,,,
2758,2015-07-03T04:40:50+0100,39.4,350,6.37,441,,,,
2759,2015-07-03T04:55:50+0100,39.4,350,6.37,441,,,,
2760,2015-07-03T05:10:50+0100,39.7,349,6.38,441,,,,
2761,2015-07-03T05:25:50+0100,39.7,350,6.37,441,,,,
2762,2015-07-03T05:40:50+0100,39.7,353,6.35,441,,,,
2763,2015-07-03T05:55:50+0100,39.7,358,6.32,441,,,,
2764,2015-07-03T06:10:50+0100,39.7,363,6.29,441,,,,
2765,2015-07-03T06:25:50+0100,39.4,361,6.3,441,,,,
2766,2015-07-03T06:40:50+0100,39.4,349,6.38,441,,,,
2767,2015-07-03T06:55:50+0100,39.7,346,6.39,441,,,,
2768,2015-07-03T07:10:50+0100,39.4,342,6.42,441,,,,
2769,2015-07-03T07:25:50+0100,39.4,352,6.36,441,,,,
2770,2015-07-03T07:40:50+0100,39.4,348,6.38,441,,,,
2771,2015-07-03T07:55:50+0100,39.4,345,6.4,441,,,,
2772,2015-07-03T08:10:50+0100,39.7,346,6.39,441,,,,
2773,2015-07-03T08:25:50+0100,39.4,349,6.38,441,,,,
2774,2015-07-03T08:40:50+0100,39.4,354,6.35,441,,,,
2775,2015-07-03T08:55:50+0100,39.4,348,6.38,441,,,,
2776,2015-07-03T09:10:50+0100,39.4,346,6.39,441,,,,
2777,2015-07-03T09:25:50+0100,39.4,344,6.41,441,,,,
2778,2015-07-03T09:40:50+0100,39.4,340,6.43,441,,,,
2779,2015-07-03T09:55:50+0100,39.4,345,6.4,441,,,,
2780,2015-07-03T10:10:50+0100,39.4,349,6.38,441,,,,
2781,2015-07-03T10:25:50+0100,39.4,354,6.35,441,,,,
2782,2015-07-03T10:40:50+0100,39.4,352,6.36,441,,,,
2783,2015-07-03T10:55:50+0100,37.3,377,6.21,441,,,,
2784,2015-07-03T11:10:50+0100,37.8,367,6.27,441,,,,
2785,2015-07-03T11:25:50+0100,38.3,354,6.35,441,,,,
2786,2015-07-03T11:40:50+0100,38.6,352,6.36,441,,,,
2787,2015-07-03T11:55:50+0100,38.6,362,6.3,441,,,,
2788,2015-07-03T12:10:50+0100,38.8,370,6.25,441,,,,
2789,2015-07-03T12:25:50+0100,36.3,384,6.17,441,,,,
2790,2015-07-03T12:40:50+0100,38.1,373,6.23,441,,,,
2791,2015-07-03T12:55:50+0100,38.3,362,6.3,441,,,,
2792,2015-07-03T13:10:50+0100,38.6,353,6.35,441,,,,
2793,2015-07-03T13:25:50+0100,38.6,342,6.42,441,,,,
2794,2015-07-03T13:40:50+0100,38.8,333,6.47,441,,,,
2795,2015-07-03T13:55:50+0100,38.8,333,6.47,441,,,,
2796,2015-07-03T14:10:50+0100,38.8,326,6.51,441,,,,
2797,2015-07-03T14:25:50+0100,39.1,317,6.57,441,,,,
2798,2015-07-03T14:40:50+0100,39.1,355,6.34,441,,,,
2799,2015-07-03T14:55:50+0100,39.1,358,6.32,441,,,,
2800,2015-07-03T15:10:50+0100,39.1,356,6.33,441,,,,
2801,2015-07-03T15:25:50+0100,39.1,352,6.36,441,,,,
2802,2015-07-03T15:40:50+0100,39.1,350,6.37,441,,,,
2803,2015-07-03T15:55:50+0100,39.1,353,6.35,441,,,,
2804,2015-07-03T16:10:50+0100,39.1,348,6.38,441,,,,
2805,2015-07-03T16:25:50+0100,36.8,355,6.34,441,,,,
2806,2015-07-03T16:40:50+0100,38.3,349,6.38,441,,,,
2807,2015-07-03T16:55:50+0100,38.6,339,6.44,441,,,,
2808,2015-07-03T17:10:50+0100,38.8,349,6.38,441,,,,
2809,2015-07-03T17:25:50+0100,39.1,349,6.38,441,,,,
2810,2015-07-03T17:40:50+0100,39.1,351,6.36,441,,,,
2811,2015-07-03T17:55:50+0100,39.1,352,6.36,441,,,,
2812,2015-07-03T18:10:50+0100,39.1,351,6.36,441,,,,
2813,2015-07-03T18:25:50+0100,37.5,363,6.29,441,,,,
2814,2015-07-03T18:40:50+0100,38.6,364,6.29,441,,,,
2815,2015-07-03T18:55:50+0100,38.6,360,6.31,441,,,,
2816,2015-07-03T19:10:50+0100,38.8,354,6.35,441,,,,
2817,2015-07-03T19:25:50+0100,39.1,346,6.39,441,,,,
2818,2015-07-03T19:40:50+0100,39.1,340,6.43,441,,,,
2819,2015-07-03T19:55:50+0100,39.1,360,6.31,441,,,,
2820,2015-07-03T20:10:50+0100,39.4,363,6.29,441,,,,
2821,2015-07-03T20:25:50+0100,39.4,355,6.34,441,,,,
2822,2015-07-03T20:40:50+0100,39.4,355,6.34,441,,,,
2823,2015-07-03T20:55:50+0100,39.4,347,6.39,441,,,,
2824,2015-07-03T21:10:50+0100,39.4,339,6.44,441,,,,
2825,2015-07-03T21:25:50+0100,39.4,328,6.5,441,,,,
2826,2015-07-03T21:40:50+0100,39.7,326,6.51,441,,,,
2827,2015-07-03T21:55:50+0100,39.7,332,6.48,441,,,,
2828,2015-07-03T22:10:50+0100,39.7,322,6.54,441,,,,
2829,2015-07-03T22:25:50+0100,39.7,318,6.56,441,,,,
2830,2015-07-03T22:40:50+0100,39.7,363,6.29,441,,,,
2831,2015-07-03T22:55:50+0100,39.7,361,6.3,441,,,,
2832,2015-07-03T23:10:50+0100,39.7,363,6.29,441,,,,
2833,2015-07-03T23:25:50+0100,38.6,362,6.3,441,,,,
2834,2015-07-03T23:40:50+0100,39.1,364,6.29,441,,,,
2835,2015-07-03T23:55:50+0100,39.1,351,6.36,441,,,,
2836,2015-07-04T00:10:50+0100,39.1,356,6.33,441,,,,
2837,2015-07-04T00:25:50+0100,39.1,359,6.32,441,,,,
2838,2015-07-04T00:40:50+0100,39.1,355,6.34,441,,,,
2839,2015-07-04T00:55:50+0100,39.1,360,6.31,441,,,,
2840,2015-07-04T01:10:50+0100,39.1,354,6.35,441,,,,
2841,2015-07-04T01:25:50+0100,39.1,339,6.44,441,,,,
2842,2015-07-04T01:40:50+0100,39.4,341,6.42,441,,,,
2843,2015-07-04T01:55:50+0100,39.4,348,6.38,441,,,,
2844,2015-07-04T02:10:50+0100,39.4,353,6.35,441,,,,
2845,2015-07-04T02:25:50+0100,39.4,347,6.39,441,,,,
2846,2015-07-04T02:40:50+0100,39.4,344,6.41,441,,,,
2847,2015-07-04T02:55:50+0100,39.4,344,6.41,441,,,,
2848,2015-07-04T03:10:50+0100,39.4,346,6.39,441,,,,
2849,2015-07-04T03:25:50+0100,39.4,341,6.42,441,,,,
2850,2015-07-04T03:40:50+0100,39.4,333,6.47,441,,,,
2851,2015-07-04T03:55:50+0100,39.4,327,6.51,441,,,,
2852,2015-07-04T04:10:50+0100,39.7,323,6.53,441,,,,
2853,2015-07-04T04:25:50+0100,39.7,320,6.55,441,,,,
2854,2015-07-04T04:40:50+0100,39.7,315,6.58,441,,,,
2855,2015-07-04T04:55:50+0100,39.7,313,6.59,441,,,,
2856,2015-07-04T05:10:50+0100,39.7,310,6.61,441,,,,
2857,2015-07-04T05:25:50+0100,39.7,306,6.63,441,,,,
2858,2015-07-04T05:40:50+0100,39.7,304,6.65,441,,,,
2859,2015-07-04T05:55:50+0100,39.7,331,6.48,441,,,,
2860,2015-07-04T06:10:50+0100,39.7,321,6.54,441,,,,
2861,2015-07-04T06:25:50+0100,39.7,314,6.59,441,,,,
2862,2015-07-04T06:40:50+0100,39.7,312,6.6,441,,,,
2863,2015-07-04T06:55:50+0100,39.9,309,6.62,441,,,,
2864,2015-07-04T07:10:50+0100,39.7,309,6.62,441,,,,
2865,2015-07-04T07:25:50+0100,39.7,333,6.47,441,,,,
2866,2015-07-04T07:40:50+0100,39.7,339,6.44,441,,,,
2867,2015-07-04T07:55:50+0100,39.4,333,6.47,441,,,,
2868,2015-07-04T08:10:50+0100,39.7,348,6.38,441,,,,
2869,2015-07-04T08:25:50+0100,39.7,345,6.4,441,,,,
2870,2015-07-04T08:40:50+0100,39.4,343,6.41,441,,,,
2871,2015-07-04T08:55:50+0100,39.4,349,6.38,441,,,,
2872,2015-07-04T09:10:50+0100,39.4,345,6.4,441,,,,
2873,2015-07-04T09:25:50+0100,39.4,335,6.46,441,,,,
2874,2015-07-04T09:40:50+0100,39.4,333,6.47,441,,,,
2875,2015-07-04T09:55:50+0100,39.4,336,6.45,441,,,,
2876,2015-07-04T10:10:50+0100,39.4,346,6.39,441,,,,
2877,2015-07-04T10:25:50+0100,39.4,346,6.39,441,,,,
2878,2015-07-04T10:40:50+0100,39.4,340,6.43,441,,,,
2879,2015-07-04T10:55:50+0100,39.4,338,6.44,441,,,,
2880,2015-07-04T11:10:50+0100,39.4,341,6.42,441,,,,
2881,2015-07-04T11:25:50+0100,39.4,334,6.47,441,,,,
2882,2015-07-04T11:40:50+0100,39.4,325,6.52,441,,,,
2883,2015-07-04T11:55:50+0100,39.4,325,6.52,441,,,,
2884,2015-07-04T12:10:50+0100,39.4,334,6.47,441,,,,
2885,2015-07-04T12:25:50+0100,39.4,334,6.47,441,,,,
2886,2015-07-04T12:40:50+0100,39.4,330,6.49,441,,,,
2887,2015-07-04T12:55:50+0100,39.4,335,6.46,441,,,,
2888,2015-07-04T13:10:50+0100,39.4,338,6.44,441,,,,
2889,2015-07-04T13:25:50+0100,39.4,330,6.49,441,,,,
2890,2015-07-04T13:40:50+0100,39.4,327,6.51,441,,,,
2891,2015-07-04T13:55:50+0100,39.4,317,6.57,441,,,,
2892,2015-07-04T14:10:50+0100,39.4,318,6.56,441,,,,
2893,2015-07-04T14:25:50+0100,39.4,339,6.44,441,,,,
2894,2015-07-04T14:40:50+0100,39.4,341,6.42,441,,,,
2895,2015-07-04T14:55:50+0100,36.3,350,6.37,441,,,,
2896,2015-07-04T15:10:50+0100,37.8,355,6.34,441,,,,
2897,2015-07-04T15:25:50+0100,38.1,346,6.39,441,,,,
2898,2015-07-04T15:40:50+0100,38.6,345,6.4,441,,,,
2899,2015-07-04T15:55:50+0100,38.6,343,6.41,441,,,,
2900,2015-07-04T16:10:50+0100,38.8,343,6.41,441,,,,
2901,2015-07-04T16:25:50+0100,38.8,334,6.47,441,,,,
2902,2015-07-04T16:40:50+0100,39.1,331,6.48,441,,,,
2903,2015-07-04T16:55:50+0100,39.1,333,6.47,441,,,,
2904,2015-07-04T17:10:50+0100,36.8,336,6.45,441,,,,
2905,2015-07-04T17:25:50+0100,38.3,338,6.44,441,,,,
2906,2015-07-04T17:40:50+0100,38.6,337,6.45,441,,,,
2907,2015-07-04T17:55:50+0100,38.8,332,6.48,441,,,,
2908,2015-07-04T18:10:50+0100,38.8,316,6.57,441,,,,
2909,2015-07-04T18:25:50+0100,39.1,310,6.61,441,,,,
2910,2015-07-04T18:40:50+0100,39.1,308,6.62,441,,,,
2911,2015-07-04T18:55:50+0100,39.4,305,6.64,441,,,,
